Course,GPA,Year
MUSI 4803,3.99 ,2008
MUSI 4803,3.99 ,2009
MUSI 4803,4.00 ,2010
MUSI 4803,4.00 ,2011
MUSI 4803,3.93 ,2012
MUSI 4803,3.82 ,2013
MUSI 4802,3.29 ,2008
MUSI 4802,4.00 ,2009
MUSI 4802,4.00 ,2010
MUSI 4802,4.00 ,2011
MUSI 4802,4.00 ,2012
MUSI 4801,4.00 ,2010
MUSI 4801,4.00 ,2012
MUSI 4801,4.00 ,2013
PHYS 4801,4.00 ,2012
MSE 1111,3.61 ,2011
MSE 1111,3.81 ,2012
MSE 1111,3.63 ,2013
CHEM 4801,4.00 ,2010
CHEM 4802,4.00 ,2010
CHEM 4803,3.04 ,2008
CHEM 4803,3.15 ,2009
CHEM 4803,3.75 ,2010
CHEM 4803,4.00 ,2011
CHEM 4803,3.43 ,2012
CHEM 4803,3.60 ,2013
CS 1301,2.92 ,2008
CS 1301,2.74 ,2009
CS 1301,2.86 ,2010
CS 1301,3.07 ,2011
CS 1301,2.97 ,2012
CS 1301,3.18 ,2013
PHYS 4803,3.39 ,2009
PHYS 4803,3.69 ,2010
PHYS 4803,3.63 ,2011
PHYS 4803,3.60 ,2012
PHYS 4803,3.63 ,2013
CS 4330,3.29 ,2008
CS 4330,3.43 ,2009
CS 4330,2.00 ,2010
SPAN 4170,3.75 ,2008
SPAN 4170,3.42 ,2009
SPAN 4170,3.50 ,2010
SPAN 4170,3.56 ,2011
SPAN 4170,3.40 ,2012
SPAN 4170,3.65 ,2013
CEE 4900,3.33 ,2008
CEE 4900,4.00 ,2009
CEE 4900,4.00 ,2010
CEE 4900,4.00 ,2011
CEE 4900,4.00 ,2012
CEE 4900,4.00 ,2013
CEE 4901,3.39 ,2008
CEE 4901,3.67 ,2009
CEE 4901,3.88 ,2010
CEE 4901,4.00 ,2011
CEE 4901,3.50 ,2012
CEE 4901,3.50 ,2013
MGT 4670,3.16 ,2008
MGT 4670,3.13 ,2009
MGT 4670,3.19 ,2010
MGT 4670,3.22 ,2011
MGT 4670,3.09 ,2012
MGT 4670,3.51 ,2013
FREN 3692,3.95 ,2008
FREN 3692,4.00 ,2009
FREN 3692,3.94 ,2010
FREN 3692,4.00 ,2011
FREN 3692,3.94 ,2012
FREN 3692,4.00 ,2013
FREN 3693,4.00 ,2008
FREN 3693,3.90 ,2009
FREN 3693,3.88 ,2010
FREN 3693,4.00 ,2011
FREN 3693,3.88 ,2012
FREN 3693,4.00 ,2013
FREN 3691,4.00 ,2008
FREN 3691,4.00 ,2009
FREN 3691,3.94 ,2010
FREN 3691,4.00 ,2011
FREN 3691,3.85 ,2012
FREN 3691,3.93 ,2013
LCC 3514,2.97 ,2009
LCC 3514,3.17 ,2010
LCC 3514,3.38 ,2012
LCC 3510,3.71 ,2010
LCC 3510,3.51 ,2011
LCC 3510,3.63 ,2013
PHIL 3105,3.47 ,2012
PHIL 3105,3.05 ,2013
COA 2241,3.30 ,2008
COA 2241,3.69 ,2009
COA 2241,3.66 ,2010
COA 2241,3.65 ,2011
COA 2241,3.69 ,2012
COA 2241,3.67 ,2013
COA 2242,3.67 ,2008
COA 2242,3.68 ,2009
COA 2242,3.51 ,2010
COA 2242,3.65 ,2011
COA 2242,3.62 ,2012
COA 2242,3.57 ,2013
RUSS 2813,4.00 ,2010
MATH 1113,2.78 ,2008
MATH 1113,2.47 ,2009
MATH 1113,2.67 ,2010
MATH 1113,2.65 ,2011
MATH 1113,2.64 ,2012
MATH 1113,3.80 ,2013
CHEM 1211,3.01 ,2010
CHEM 1211,2.30 ,2013
MGT 4071,3.02 ,2008
MGT 4070,3.25 ,2008
MGT 4070,3.19 ,2009
MGT 4070,3.15 ,2010
MGT 4070,3.19 ,2011
MGT 4070,3.16 ,2012
MGT 4070,3.45 ,2013
MGT 4072,3.80 ,2012
JAPN 4750,3.83 ,2010
JAPN 4750,3.64 ,2011
JAPN 4750,3.67 ,2012
SPAN 4500,4.00 ,2011
SPAN 4500,3.21 ,2012
SPAN 4500,3.95 ,2013
BMED 3161,2.51 ,2008
BMED 3160,2.62 ,2008
MUSI 1302,4.00 ,2008
MUSI 1302,4.00 ,2009
MUSI 1302,4.00 ,2010
MUSI 1302,4.00 ,2011
MUSI 1302,4.00 ,2012
MUSI 1302,4.00 ,2013
CEE 4699,3.91 ,2008
CEE 4699,3.93 ,2009
CEE 4699,3.92 ,2010
CEE 4699,3.95 ,2011
CEE 4699,3.96 ,2012
CEE 4699,3.98 ,2013
CHBE 4535,3.96 ,2008
CHBE 4535,3.94 ,2009
CHBE 4535,3.35 ,2010
CHBE 4535,3.60 ,2011
CHBE 4535,3.40 ,2012
ME 4801,4.00 ,2008
MATH 4755,3.50 ,2009
MATH 4755,2.77 ,2011
LCC 2700,2.61 ,2008
LCC 2700,2.24 ,2009
LCC 2700,3.19 ,2010
LCC 2700,2.28 ,2011
LCC 2700,2.60 ,2012
ID 3813,3.16 ,2008
ID 3813,3.56 ,2009
ID 3813,3.25 ,2010
ID 3813,3.26 ,2011
ID 3813,3.43 ,2012
ME 4803,3.26 ,2008
ME 4803,3.36 ,2009
ME 4803,3.51 ,2010
ME 4803,3.42 ,2011
ME 4803,3.45 ,2012
ME 4803,4.00 ,2013
PSYC 4100,3.02 ,2010
PSYC 4100,3.36 ,2012
PHIL 4752,3.00 ,2013
INTA 4121,3.17 ,2008
INTA 4121,4.00 ,2009
INTA 4121,4.00 ,2010
INTA 4121,4.00 ,2011
INTA 4121,4.00 ,2012
INTA 4121,3.94 ,2013
JAPN 2001,3.34 ,2008
JAPN 2001,3.43 ,2009
JAPN 2001,3.33 ,2010
JAPN 2001,3.54 ,2011
JAPN 2001,3.47 ,2012
JAPN 2001,3.57 ,2013
JAPN 2002,3.01 ,2008
JAPN 2002,3.11 ,2009
JAPN 2002,3.38 ,2010
JAPN 2002,2.97 ,2011
JAPN 2002,3.52 ,2012
JAPN 2002,3.07 ,2013
ECE 4580,3.59 ,2010
ECE 4580,3.55 ,2011
ECE 4580,3.56 ,2012
ECE 4580,3.38 ,2013
BIOL 4746,3.25 ,2012
CHBE 4400,3.35 ,2008
CHBE 4400,2.98 ,2009
CHBE 4400,2.76 ,2010
CHBE 4400,2.81 ,2011
CHBE 4400,2.61 ,2012
CHBE 4400,2.63 ,2013
ID 4418,3.74 ,2010
ID 4418,4.00 ,2011
ID 4418,3.87 ,2012
ID 4418,4.00 ,2013
CS 4793,3.31 ,2008
CS 4793,3.09 ,2010
CS 4793,3.06 ,2012
INTA 4230,3.33 ,2008
INTA 4230,3.70 ,2009
INTA 4230,4.00 ,2010
INTA 4230,3.64 ,2011
INTA 4230,4.00 ,2012
INTA 4230,4.00 ,2013
NS 4320,3.54 ,2008
NS 4320,3.55 ,2009
NS 4320,4.00 ,2010
NS 4320,3.67 ,2011
NS 4320,4.00 ,2012
NS 4323,4.00 ,2008
NS 4323,3.86 ,2009
NS 4323,4.00 ,2010
NS 4323,3.00 ,2011
NS 4322,3.88 ,2008
NS 4322,3.93 ,2009
NS 4322,3.06 ,2010
NS 4322,3.90 ,2011
NS 4322,3.50 ,2012
NS 4322,3.17 ,2013
CS 4001,3.24 ,2008
CS 4001,3.49 ,2009
CS 4001,3.54 ,2010
CS 4001,3.54 ,2011
CS 4001,3.61 ,2012
CS 4001,3.54 ,2013
CS 4002,3.37 ,2008
CS 4002,3.58 ,2010
CS 4002,3.53 ,2011
CS 4002,3.07 ,2013
CS 4777,2.50 ,2008
CS 4777,4.00 ,2009
CS 4777,2.75 ,2010
CS 4777,4.00 ,2012
NRE 4699,4.00 ,2008
NRE 4699,3.80 ,2009
NRE 4699,3.80 ,2010
NRE 4699,3.88 ,2011
NRE 4699,4.00 ,2012
NRE 4699,3.81 ,2013
PSYC 2240,3.12 ,2008
PSYC 2240,3.20 ,2009
PSYC 2240,3.08 ,2010
PSYC 2240,3.41 ,2011
PSYC 2240,3.30 ,2012
PSYC 2240,3.77 ,2013
CS 4770,3.56 ,2009
CS 4770,3.40 ,2011
CS 4770,2.75 ,2012
CS 4770,4.00 ,2013
INTA 4050,3.29 ,2008
INTA 4050,3.50 ,2011
ECE 2902,4.00 ,2011
ECE 2902,4.00 ,2012
ECE 2902,4.00 ,2013
COA 3116,3.88 ,2008
COA 3116,3.61 ,2009
COA 3116,4.00 ,2010
COA 3116,3.79 ,2011
COA 3116,3.42 ,2012
COA 3116,3.73 ,2013
COA 3114,3.65 ,2008
COA 3114,3.65 ,2009
COA 3114,3.88 ,2010
COA 3114,3.74 ,2011
COA 3114,3.58 ,2012
COA 3114,3.77 ,2013
COA 3115,3.88 ,2008
COA 3115,3.65 ,2009
COA 3115,3.50 ,2010
COA 3115,3.05 ,2011
COA 3115,3.58 ,2012
COA 3115,3.45 ,2013
ISYE 4133,2.97 ,2010
ISYE 4133,3.05 ,2011
ISYE 4133,3.14 ,2012
EAS 2801,4.00 ,2009
EAS 2801,4.00 ,2013
EAS 2803,3.43 ,2008
EAS 2803,3.48 ,2010
EAS 2803,3.56 ,2012
LCC 2801,2.58 ,2010
LCC 2803,2.75 ,2011
ECE 3055,3.24 ,2008
ECE 3055,3.00 ,2009
ECE 3055,2.53 ,2010
ECE 3055,2.81 ,2011
ECE 3055,2.90 ,2012
INTA 3301,2.82 ,2008
INTA 3301,3.27 ,2009
INTA 3301,2.98 ,2010
INTA 3301,3.04 ,2011
INTA 3301,3.10 ,2012
INTA 3301,3.11 ,2013
ECE 3056,3.16 ,2012
ECE 3056,3.00 ,2013
CEE 2699,4.00 ,2008
CEE 2699,4.00 ,2010
CEE 2699,4.00 ,2011
CEE 2699,4.00 ,2012
CHBE 4710,3.20 ,2012
PSYC 3750,3.33 ,2008
PSYC 3750,3.25 ,2009
PSYC 3750,3.44 ,2010
PSYC 3750,3.36 ,2011
PSYC 3750,3.53 ,2012
PSYC 3750,3.20 ,2013
MSE 4140,3.00 ,2012
ECON 4510,3.19 ,2008
ECON 4510,3.29 ,2009
ECON 4510,3.14 ,2010
BIOL 2699,3.92 ,2008
BIOL 2699,3.85 ,2009
BIOL 2699,3.85 ,2010
BIOL 2699,4.00 ,2011
BIOL 2699,3.95 ,2012
BIOL 2699,3.86 ,2013
CS 3651,3.73 ,2009
CS 3651,3.78 ,2010
CS 3651,3.86 ,2011
CS 3651,3.38 ,2012
CS 3651,3.58 ,2013
CS 3650,4.00 ,2008
ARCH 4922,3.67 ,2008
ARCH 4922,4.00 ,2011
ARCH 4923,4.00 ,2008
ARCH 4921,3.86 ,2008
ARCH 4921,3.40 ,2009
ARCH 4921,3.81 ,2010
ARCH 4921,3.63 ,2011
ARCH 4921,3.42 ,2012
ARCH 4921,3.24 ,2013
CS 3300,3.55 ,2008
CS 3300,3.30 ,2009
CS 3300,3.11 ,2010
CS 3300,4.00 ,2011
CS 3300,3.65 ,2012
PST 3103,2.90 ,2008
PST 3103,3.06 ,2009
PST 3103,3.15 ,2010
PST 3103,2.97 ,2011
LING 2001,2.77 ,2008
LING 2001,3.44 ,2009
LING 2001,3.16 ,2011
LING 2001,3.76 ,2012
PST 3105,3.41 ,2008
PST 3105,3.15 ,2009
PST 3105,2.87 ,2010
PST 3109,2.80 ,2008
PST 3109,2.84 ,2009
PST 3109,2.95 ,2010
PST 3109,2.96 ,2011
INTA 3823,3.83 ,2013
JAPN 1001,3.49 ,2008
JAPN 1001,3.48 ,2009
JAPN 1001,3.65 ,2010
JAPN 1001,3.25 ,2011
JAPN 1001,3.45 ,2012
JAPN 1001,3.39 ,2013
AS 4420,4.00 ,2008
AS 4420,3.79 ,2009
AS 4420,4.00 ,2010
AS 4420,3.69 ,2011
AS 4420,3.95 ,2012
AS 4420,4.00 ,2013
JAPN 1002,3.29 ,2008
JAPN 1002,3.38 ,2009
JAPN 1002,3.34 ,2010
JAPN 1002,3.55 ,2011
JAPN 1002,3.74 ,2012
JAPN 1002,3.49 ,2013
PHYS 3151,2.87 ,2008
PHYS 3151,2.68 ,2009
PHYS 3151,3.10 ,2010
PHYS 3151,2.91 ,2011
PHYS 3151,2.83 ,2012
ECE 4335,3.50 ,2008
ECE 4335,3.25 ,2010
ECE 4335,2.97 ,2012
BIOL 2344,2.84 ,2008
BIOL 2344,2.71 ,2009
BIOL 2344,2.60 ,2010
BIOL 2344,2.74 ,2011
BIOL 2344,2.74 ,2012
BIOL 2344,2.80 ,2013
BIOL 2345,3.05 ,2008
BIOL 2345,3.36 ,2009
BIOL 2345,3.78 ,2010
BIOL 2345,3.50 ,2011
BIOL 2345,3.31 ,2012
BIOL 2345,3.26 ,2013
ECE 4330,3.43 ,2008
ECE 4330,3.00 ,2009
ECE 4330,3.31 ,2010
ECE 4330,3.20 ,2011
ECE 4330,3.13 ,2012
ECE 4330,3.31 ,2013
SPAN 3833,3.74 ,2012
ARCH 4853,4.00 ,2008
ARCH 4853,3.74 ,2009
ARCH 4853,4.00 ,2010
ARCH 4853,3.50 ,2011
ARCH 4853,3.50 ,2012
ARCH 4851,3.82 ,2008
AE 4359,3.69 ,2008
AE 4359,3.58 ,2009
AE 4359,3.88 ,2010
AE 4359,4.00 ,2011
AE 4359,4.00 ,2012
AE 4359,3.91 ,2013
AE 4358,3.42 ,2008
AE 4358,3.71 ,2009
AE 4358,3.62 ,2010
AE 4358,3.39 ,2011
AE 4358,3.64 ,2012
MATH 4262,3.58 ,2008
MATH 4262,3.79 ,2009
MATH 4262,3.58 ,2010
MATH 4262,3.26 ,2011
MATH 4262,2.88 ,2012
MATH 4262,2.83 ,2013
AE 4351,3.29 ,2008
AE 4351,3.41 ,2009
AE 4351,3.20 ,2010
AE 4351,2.71 ,2011
AE 4351,3.51 ,2012
AE 4351,3.71 ,2013
AE 4350,3.25 ,2008
AE 4350,3.71 ,2009
AE 4350,3.48 ,2010
AE 4350,3.11 ,2011
AE 4350,3.33 ,2012
AE 4350,2.00 ,2013
AE 4355,4.00 ,2008
AE 4355,4.00 ,2009
AE 4355,3.84 ,2010
AE 4355,3.67 ,2011
AE 4355,4.00 ,2012
AE 4355,4.00 ,2013
MATH 4261,3.07 ,2008
MATH 4261,3.32 ,2009
MATH 4261,2.90 ,2010
MATH 4261,3.03 ,2011
MATH 4261,3.08 ,2012
AE 4357,3.73 ,2008
AE 4357,3.48 ,2009
AE 4357,3.51 ,2010
AE 4357,3.20 ,2011
AE 4357,3.54 ,2012
AE 4357,3.47 ,2013
AE 4356,3.38 ,2008
AE 4356,3.00 ,2009
AE 4356,3.03 ,2010
AE 4356,3.54 ,2011
AE 4356,3.30 ,2012
MGT 3075,3.37 ,2008
MGT 3075,3.19 ,2009
MGT 3075,3.19 ,2010
MGT 3075,3.19 ,2011
MGT 3075,3.03 ,2012
MGT 3075,3.44 ,2013
MGT 3076,2.78 ,2008
MGT 3076,3.12 ,2009
MGT 3076,3.39 ,2010
MGT 3076,3.12 ,2011
MGT 3076,3.09 ,2012
MGT 3076,3.11 ,2013
MGT 3078,2.97 ,2008
MGT 3078,2.71 ,2009
MGT 3078,3.19 ,2010
MGT 3078,3.22 ,2011
MGT 3078,3.49 ,2012
MGT 3078,3.44 ,2013
MGT 3079,3.76 ,2008
MGT 3079,3.77 ,2009
MGT 3079,3.80 ,2010
MGT 3079,3.54 ,2011
MGT 3079,3.62 ,2012
MGT 3079,3.55 ,2013
ISYE 3104,3.18 ,2008
ISYE 3104,3.06 ,2009
ISYE 3104,3.25 ,2010
ISYE 3104,3.05 ,2011
ISYE 3104,3.08 ,2012
ISYE 3104,2.63 ,2013
ISYE 3103,3.27 ,2008
ISYE 3103,3.02 ,2009
ISYE 3103,3.05 ,2010
ISYE 3103,3.17 ,2011
ISYE 3103,3.00 ,2012
ISYE 3103,3.06 ,2013
ECE 4420,3.24 ,2008
ECE 4420,3.44 ,2009
ECE 4420,3.64 ,2011
ECE 4420,3.35 ,2012
KOR 4901,4.00 ,2011
APPH 4200,3.50 ,2011
APPH 4200,3.43 ,2012
ECON 4990,3.95 ,2008
ECON 4990,3.83 ,2009
ECON 4990,4.00 ,2011
ECON 4990,4.00 ,2013
MUSI 3301,4.00 ,2008
MUSI 3301,4.00 ,2009
MUSI 3301,4.00 ,2010
MUSI 3301,4.00 ,2011
MUSI 3301,4.00 ,2012
MUSI 3302,4.00 ,2008
MUSI 3302,4.00 ,2009
MUSI 3302,4.00 ,2010
MUSI 3302,4.00 ,2011
MUSI 3302,4.00 ,2012
MUSI 3302,4.00 ,2013
MSE 4325,3.27 ,2008
MSE 4325,3.35 ,2009
MSE 4325,3.50 ,2011
ARCH 4219,3.53 ,2008
ARCH 4219,3.33 ,2009
ARCH 4219,3.83 ,2010
ARCH 4219,3.63 ,2011
CHIN 3003,3.87 ,2008
CHIN 3003,3.94 ,2009
CHIN 3003,3.72 ,2010
CHIN 3003,3.77 ,2011
CHIN 3003,3.72 ,2012
CHIN 3003,2.75 ,2013
CHIN 3004,3.90 ,2008
CHIN 3004,3.67 ,2009
CHIN 3004,3.63 ,2010
CHIN 3004,3.69 ,2011
CHIN 3004,3.31 ,2012
CHIN 3004,3.89 ,2013
ARCH 2699,4.00 ,2009
ISYE 3039,3.26 ,2008
ISYE 3039,3.48 ,2009
ISYE 3039,3.22 ,2010
ISYE 3039,3.37 ,2011
ISYE 3039,3.12 ,2012
ISYE 3039,3.18 ,2013
PST 4110,3.43 ,2008
PST 4110,3.63 ,2011
PST 4112,3.86 ,2008
LING 4699,4.00 ,2013
AE 2355,4.00 ,2008
AE 2355,4.00 ,2009
AE 2355,3.40 ,2010
AE 2355,3.75 ,2011
AE 2355,4.00 ,2012
AE 2355,4.00 ,2013
BC 2620,2.83 ,2008
BC 2620,3.47 ,2009
BC 2620,3.34 ,2010
BC 2620,3.40 ,2011
BC 2620,2.94 ,2012
BC 2620,3.69 ,2013
FREN 3040,3.73 ,2012
PHYS 2021,2.82 ,2008
PHYS 2021,2.83 ,2009
PHYS 2021,2.80 ,2010
PHYS 2021,2.75 ,2011
PHYS 2021,3.00 ,2012
ARCH 4137,4.00 ,2010
ARCH 4137,3.67 ,2011
ARCH 4137,4.00 ,2012
PHYS 2022,2.73 ,2008
PHYS 2022,2.59 ,2009
PHYS 2022,2.76 ,2010
PHYS 2022,2.62 ,2011
PHYS 2022,2.56 ,2012
PHYS 2022,2.69 ,2013
HTS 2823,3.37 ,2008
GRMN 4025,3.00 ,2009
GRMN 4025,3.00 ,2011
GRMN 4024,3.33 ,2009
GRMN 4024,3.69 ,2013
MGT 2106,2.95 ,2008
MGT 2106,2.96 ,2009
MGT 2106,3.07 ,2010
MGT 2106,3.13 ,2011
MGT 2106,3.17 ,2012
MGT 2106,3.19 ,2013
COA 4801,3.83 ,2010
COA 4801,4.00 ,2011
COA 4801,4.00 ,2012
NS 1323,3.79 ,2008
NS 1323,3.27 ,2009
NS 1323,3.63 ,2010
NS 1323,3.80 ,2011
NS 1323,3.74 ,2012
NS 1323,3.94 ,2013
COA 4803,3.80 ,2008
COA 4803,3.84 ,2009
COA 4803,3.82 ,2010
COA 4803,3.91 ,2011
COA 4803,3.77 ,2012
NS 1321,3.08 ,2008
NS 1321,3.16 ,2009
NS 1321,4.00 ,2010
NS 1321,3.68 ,2011
NS 1321,3.95 ,2012
LCC 4600,3.00 ,2013
CEE 4225,3.48 ,2008
CEE 4225,2.86 ,2009
CEE 4225,3.38 ,2010
CEE 4225,2.94 ,2011
CEE 4225,2.55 ,2012
CEE 4225,3.19 ,2013
MSE 4802,3.00 ,2012
AE 3355,3.89 ,2008
AE 3355,4.00 ,2009
AE 3355,3.58 ,2010
AE 3355,4.00 ,2011
AE 3355,4.00 ,2012
AE 3355,4.00 ,2013
CS 1316,2.83 ,2008
CS 1316,2.83 ,2009
CS 1316,2.75 ,2010
CS 1316,3.17 ,2011
CS 1316,3.29 ,2012
CS 1316,3.40 ,2013
CS 1315,2.82 ,2008
CS 1315,3.00 ,2009
CS 1315,2.63 ,2010
CS 1315,2.97 ,2011
CS 1315,3.08 ,2012
CS 1315,3.27 ,2013
BMED 4603,3.13 ,2012
BMED 4603,3.60 ,2013
BMED 4602,3.50 ,2011
BMED 4602,3.31 ,2012
BMED 4602,3.30 ,2013
BMED 4601,3.46 ,2008
BMED 4601,3.35 ,2009
BMED 4601,3.22 ,2010
BMED 4601,3.35 ,2011
BMED 4600,3.53 ,2008
BMED 4600,3.51 ,2009
BMED 4600,3.21 ,2010
BMED 4600,3.24 ,2011
ECE 4601,3.50 ,2008
ECE 4601,3.17 ,2009
ECE 4601,3.20 ,2010
ECE 4601,3.07 ,2011
ECE 4601,3.35 ,2012
SPAN 3694,3.52 ,2008
SPAN 3694,3.28 ,2009
SPAN 3694,3.52 ,2010
SPAN 3694,3.53 ,2011
SPAN 3694,3.45 ,2012
SPAN 3694,3.95 ,2013
SPAN 3697,3.77 ,2011
ECE 4602,4.00 ,2011
SPAN 3691,3.38 ,2008
SPAN 3691,3.58 ,2009
SPAN 3691,3.40 ,2010
SPAN 3691,3.21 ,2011
SPAN 3691,3.38 ,2013
SPAN 3690,3.81 ,2009
SPAN 3690,3.72 ,2010
SPAN 3690,3.79 ,2011
SPAN 3690,3.65 ,2013
SPAN 3693,3.48 ,2008
SPAN 3693,3.34 ,2009
SPAN 3693,3.52 ,2010
SPAN 3693,3.87 ,2011
SPAN 3693,3.82 ,2012
ECE 4606,3.24 ,2008
ECE 4606,3.15 ,2009
ECE 4606,3.19 ,2011
ECE 4606,3.30 ,2012
ECE 4606,3.38 ,2013
LCC 3262,2.25 ,2009
LCC 3262,2.68 ,2010
LCC 3262,2.44 ,2011
LCC 3262,3.67 ,2012
LCC 3262,3.44 ,2013
SPAN 4160,3.67 ,2008
SPAN 4160,3.64 ,2011
NRE 3112,2.66 ,2008
NRE 3112,2.22 ,2009
NRE 3112,2.67 ,2010
NRE 3112,2.90 ,2011
NRE 3112,2.58 ,2012
SPAN 4165,3.40 ,2008
SPAN 4165,3.17 ,2009
SPAN 4165,3.60 ,2010
SPAN 4165,3.68 ,2011
SPAN 4165,3.92 ,2012
PUBP 2699,4.00 ,2009
PUBP 2699,4.00 ,2010
PUBP 2699,4.00 ,2013
MATH 4699,3.71 ,2008
MATH 4699,4.00 ,2009
MATH 4699,3.75 ,2010
MATH 4699,4.00 ,2011
MATH 4699,4.00 ,2012
MATH 4699,4.00 ,2013
MUSI 1221,3.95 ,2008
MUSI 1221,4.00 ,2012
MUSI 1222,3.83 ,2008
MUSI 1222,3.76 ,2009
MUSI 1222,4.00 ,2010
MUSI 1222,3.85 ,2011
MUSI 1222,4.00 ,2012
MUSI 1222,4.00 ,2013
ECE 3077,3.20 ,2012
ECE 3077,3.04 ,2013
PUBP 4699,3.50 ,2008
PUBP 4699,4.00 ,2009
PUBP 4699,3.00 ,2010
PUBP 4699,4.00 ,2011
PUBP 4699,4.00 ,2012
PUBP 4699,4.00 ,2013
MATH 2801,4.00 ,2013
BC 4700,3.50 ,2010
BC 4700,3.67 ,2011
BC 4700,3.33 ,2012
MATH 2804,2.15 ,2008
ARCH 3241,2.67 ,2008
ARCH 3241,2.65 ,2009
ARCH 3241,2.40 ,2010
ARCH 3241,3.14 ,2011
ARCH 3241,3.10 ,2012
ARCH 3241,2.92 ,2013
BMED 1803,3.79 ,2013
PUBP 4501,3.60 ,2013
EAS 2655,2.92 ,2008
EAS 2655,2.64 ,2009
EAS 2655,2.78 ,2010
EAS 2655,3.43 ,2011
EAS 2655,3.17 ,2012
MUSI 4813,3.80 ,2008
MUSI 4813,3.86 ,2009
MUSI 4813,3.83 ,2010
MUSI 4813,3.92 ,2011
MUSI 4813,3.83 ,2012
MUSI 4813,3.78 ,2013
GRMN 3011,2.40 ,2009
GRMN 3011,3.70 ,2011
RUSS 3222,2.87 ,2008
RUSS 3222,3.00 ,2009
RUSS 3222,2.67 ,2012
ISYE 4833,3.25 ,2008
ISYE 4833,4.00 ,2010
PSYC 4803,3.38 ,2008
PSYC 4803,4.00 ,2009
PSYC 4803,4.00 ,2012
PSYC 4803,3.00 ,2013
ECE 4043,4.00 ,2013
NS 3323,3.40 ,2008
NS 3323,4.00 ,2009
NS 3323,3.89 ,2010
NS 3323,3.90 ,2012
NS 3324,4.00 ,2009
NS 3324,4.00 ,2010
NS 3324,4.00 ,2011
NS 3324,4.00 ,2012
ECE 2040,2.96 ,2008
ECE 2040,2.66 ,2009
ECE 2040,2.76 ,2010
ECE 2040,2.87 ,2011
ECE 2040,2.90 ,2012
ECE 2040,2.80 ,2013
NS 3325,3.75 ,2008
NS 3325,3.75 ,2009
NS 3325,4.00 ,2010
NS 3325,3.79 ,2011
NS 3325,4.00 ,2012
BIOL 4015,3.98 ,2008
BIOL 4015,3.92 ,2009
BIOL 4015,3.92 ,2010
BIOL 4015,3.98 ,2011
BIOL 4015,3.89 ,2012
INTA 2699,3.33 ,2008
INTA 2699,4.00 ,2009
INTA 2699,4.00 ,2010
INTA 2699,4.00 ,2011
INTA 2699,3.53 ,2012
INTA 2699,3.58 ,2013
ISYE 4740,3.36 ,2010
ISYE 4740,3.14 ,2011
ISYE 4740,2.75 ,2012
SPAN 3235,4.00 ,2008
SPAN 3235,3.71 ,2011
SPAN 3235,3.88 ,2013
LCC 2730,3.66 ,2008
LCC 2730,3.65 ,2009
LCC 2730,3.57 ,2010
LCC 2730,3.59 ,2011
LCC 2730,3.37 ,2012
LCC 2730,3.52 ,2013
PUBP 4211,3.19 ,2010
PUBP 4211,3.50 ,2011
ECON 2106,3.04 ,2008
ECON 2106,3.26 ,2009
ECON 2106,3.54 ,2010
ECON 2106,3.21 ,2011
ECON 2106,3.54 ,2012
ECON 2106,3.26 ,2013
ECON 2105,2.79 ,2008
ECON 2105,2.88 ,2009
ECON 2105,3.10 ,2010
ECON 2105,3.18 ,2011
ECON 2105,3.25 ,2012
ECON 2105,2.77 ,2013
PUBP 4212,3.26 ,2008
PUBP 4212,3.11 ,2009
PUBP 4212,3.93 ,2011
PUBP 4214,2.56 ,2008
ECON 2101,3.34 ,2008
ECON 2101,3.37 ,2009
ECON 2101,3.24 ,2010
ECON 2101,3.28 ,2011
ECON 2101,3.30 ,2012
ECON 2101,3.20 ,2013
ECON 2100,2.95 ,2008
ECON 2100,3.09 ,2009
ECON 2100,3.30 ,2010
ECON 2100,3.48 ,2011
ECON 2100,3.35 ,2012
ECON 2100,3.18 ,2013
PTFE 4803,3.20 ,2008
PTFE 4803,3.00 ,2009
MSE 2001,3.06 ,2008
MSE 2001,3.09 ,2009
MSE 2001,3.03 ,2010
MSE 2001,3.07 ,2011
MSE 2001,2.97 ,2012
MSE 2001,3.14 ,2013
HTS 3084,2.85 ,2008
HTS 3084,3.19 ,2009
HTS 3084,3.34 ,2010
HTS 3084,3.21 ,2011
HTS 3084,3.19 ,2012
HTS 3085,3.21 ,2008
HTS 3085,3.25 ,2009
HTS 3085,3.19 ,2010
HTS 3085,3.40 ,2013
HTS 3086,3.26 ,2012
HTS 3086,3.39 ,2013
HTS 3087,3.25 ,2010
HTS 3087,3.47 ,2011
HTS 3087,3.55 ,2012
HTS 3080,3.76 ,2012
HTS 3080,3.79 ,2013
LCC 3705,3.35 ,2008
LCC 3705,3.35 ,2009
LCC 3705,3.35 ,2010
LCC 3705,3.60 ,2011
LCC 3705,2.95 ,2012
LCC 3705,3.26 ,2013
HTS 3082,3.22 ,2008
HTS 3082,2.54 ,2009
HTS 3082,2.88 ,2011
HTS 3082,3.33 ,2012
ARCH 2211,2.87 ,2008
ARCH 2211,2.76 ,2009
ARCH 2211,3.04 ,2010
ARCH 2211,3.36 ,2011
ARCH 2211,3.34 ,2012
ME 3017,2.67 ,2013
ME 3015,2.54 ,2008
ME 3015,2.76 ,2009
ME 3015,2.73 ,2010
ME 3015,2.66 ,2011
ME 3015,2.82 ,2012
PST 2068,3.55 ,2008
