course,GPA,A,B,C,D,F,W,semester,year
ID 4201,3.64 ,70.00 ,22.00 ,7.00 ,0.00 ,0.00 ,2.00 ,Fall,2008
ID 4201,3.22 ,42.00 ,38.00 ,20.00 ,0.00 ,0.00 ,0.00 ,Fall,2009
ID 4201,3.69 ,68.00 ,30.00 ,0.00 ,0.00 ,0.00 ,3.00 ,Fall,2010
ID 4201,3.77 ,83.00 ,8.00 ,3.00 ,3.00 ,0.00 ,3.00 ,Fall,2011
ID 4201,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2012
ID 4201,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2013
ID 4202,3.49 ,57.00 ,37.00 ,3.00 ,3.00 ,0.00 ,0.00 ,Spring,2008
ID 4202,3.18 ,38.00 ,41.00 ,15.00 ,3.00 ,0.00 ,3.00 ,Spring,2009
ID 4202,3.59 ,63.00 ,33.00 ,4.00 ,0.00 ,0.00 ,0.00 ,Spring,2010
ID 4202,3.14 ,22.00 ,70.00 ,8.00 ,0.00 ,0.00 ,0.00 ,Spring,2011
ID 4202,3.55 ,57.50 ,40.00 ,2.50 ,0.00 ,0.00 ,0.00 ,Spring,2012
ID 4202,3.68 ,67.50 ,32.50 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2013
CS 3750,3.32 ,30.00 ,67.00 ,0.00 ,0.00 ,0.00 ,3.00 ,Fall,2008
CS 3750,3.81 ,81.00 ,15.50 ,1.50 ,0.00 ,0.00 ,1.50 ,Fall,2009
CS 3750,3.30 ,29.50 ,68.00 ,1.00 ,0.00 ,0.00 ,1.00 ,Fall,2010
CS 3750,2.97 ,22.00 ,46.00 ,20.00 ,2.00 ,0.00 ,7.00 ,Fall,2011
CS 3750,3.43 ,48.00 ,38.00 ,8.00 ,0.00 ,0.00 ,8.00 ,Fall,2012
CS 3750,3.28 ,42.00 ,42.50 ,9.50 ,1.50 ,1.00 ,2.50 ,Spring,2008
CS 3750,3.29 ,40.00 ,38.50 ,10.00 ,1.50 ,0.00 ,9.00 ,Spring,2009
CS 3750,3.26 ,42.50 ,36.50 ,15.50 ,1.50 ,0.00 ,5.00 ,Spring,2010
CS 3750,3.24 ,38.00 ,45.00 ,14.50 ,0.00 ,0.00 ,1.50 ,Spring,2011
CS 3750,3.38 ,51.00 ,29.00 ,13.00 ,1.50 ,0.00 ,5.00 ,Spring,2012
CS 3750,2.96 ,27.00 ,41.50 ,26.50 ,0.00 ,1.50 ,1.00 ,Spring,2013
CS 3750,3.07 ,34.00 ,38.00 ,28.00 ,0.00 ,0.00 ,0.00 ,Summer,2010
CS 3750,3.41 ,52.00 ,38.00 ,10.00 ,0.00 ,0.00 ,0.00 ,Summer,2011
CS 3750,3.72 ,84.00 ,8.00 ,4.00 ,4.00 ,0.00 ,0.00 ,Summer,2012
CS 3750,3.48 ,57.50 ,33.50 ,9.50 ,0.00 ,0.00 ,0.00 ,Summer,2013
BIOL 3600,2.56 ,12.00 ,43.00 ,26.00 ,9.00 ,3.00 ,7.00 ,Fall,2008
BIOL 3600,2.80 ,10.00 ,61.00 ,23.00 ,3.00 ,0.00 ,3.00 ,Fall,2009
BIOL 3600,2.84 ,26.00 ,42.00 ,25.00 ,4.00 ,4.00 ,0.00 ,Fall,2010
BIOL 3600,2.90 ,24.00 ,45.00 ,24.00 ,2.00 ,2.00 ,2.00 ,Fall,2011
BIOL 3600,3.14 ,46.00 ,23.00 ,21.00 ,3.00 ,3.00 ,5.00 ,Fall,2012
BIOL 3600,2.66 ,19.00 ,33.00 ,26.00 ,12.00 ,0.00 ,9.00 ,Spring,2008
BIOL 3600,2.84 ,27.00 ,41.00 ,23.00 ,5.00 ,3.00 ,2.00 ,Spring,2009
BIOL 3600,2.90 ,23.00 ,50.00 ,23.00 ,5.00 ,0.00 ,0.00 ,Spring,2010
BIOL 3600,3.17 ,45.00 ,32.00 ,11.00 ,2.00 ,5.00 ,5.00 ,Spring,2011
BIOL 3600,3.23 ,36.00 ,50.00 ,9.00 ,0.00 ,2.00 ,3.00 ,Spring,2012
BIOL 3600,3.09 ,24.00 ,57.00 ,16.00 ,0.00 ,0.00 ,0.00 ,Spring,2013
GRMN 4901,4.00 ,40.00 ,0.00 ,0.00 ,0.00 ,0.00 ,60.00 ,Spring,2008
GRMN 4901,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2009
INTA 2220,2.96 ,39.00 ,35.00 ,13.00 ,9.00 ,4.00 ,0.00 ,Fall,2009
INTA 2220,3.39 ,52.00 ,31.00 ,10.00 ,2.00 ,0.00 ,4.00 ,Fall,2010
INTA 2220,3.18 ,38.00 ,38.00 ,21.00 ,0.00 ,0.00 ,3.00 ,Spring,2010
INTA 2220,3.52 ,62.00 ,26.00 ,6.00 ,0.00 ,2.00 ,4.00 ,Spring,2011
INTA 2220,2.74 ,23.00 ,36.00 ,14.00 ,9.00 ,5.00 ,14.00 ,Summer,2008
INTA 2220,3.25 ,39.00 ,35.00 ,9.00 ,4.00 ,0.00 ,13.00 ,Summer,2012
NRE 3212,2.74 ,22.00 ,39.00 ,25.00 ,11.00 ,0.00 ,3.00 ,Spring,2008
NRE 3212,3.24 ,43.00 ,26.00 ,21.00 ,0.00 ,0.00 ,10.00 ,Spring,2009
ME 2699,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2008
ME 2699,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2009
ME 2699,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2010
ME 2699,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2011
ME 2699,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2012
ME 2699,3.33 ,33.33 ,66.67 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2008
ME 2699,3.50 ,50.00 ,50.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2009
ME 2699,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2010
ME 2699,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2011
ME 2699,3.92 ,91.67 ,8.33 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2012
ME 2699,3.86 ,85.71 ,14.29 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2013
ME 2699,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2008
ME 2699,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2009
ME 2699,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2010
ME 2699,3.67 ,66.67 ,33.33 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2011
ME 2699,3.81 ,87.50 ,6.25 ,6.25 ,0.00 ,0.00 ,0.00 ,Summer,2012
ME 2699,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2013
PHYS 3232,3.11 ,49.00 ,18.00 ,13.00 ,5.00 ,5.00 ,5.00 ,Fall,2008
PHYS 3232,1.95 ,12.00 ,24.00 ,16.00 ,20.00 ,16.00 ,8.00 ,Fall,2009
PHYS 3232,3.21 ,50.00 ,6.00 ,17.00 ,0.00 ,6.00 ,6.00 ,Fall,2010
PHYS 3232,2.61 ,30.00 ,27.00 ,20.00 ,3.00 ,13.00 ,7.00 ,Fall,2011
PHYS 3232,3.40 ,50.00 ,17.00 ,17.00 ,0.00 ,0.00 ,0.00 ,Fall,2012
CEE 4802,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2010
CEE 4802,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2012
CEE 4802,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2012
ISYE 4311,2.00 ,7.00 ,22.00 ,36.00 ,27.00 ,4.00 ,4.00 ,Fall,2011
ISYE 4311,2.33 ,14.00 ,32.00 ,27.00 ,24.00 ,2.00 ,2.00 ,Fall,2012
ISYE 4311,2.45 ,16.00 ,32.00 ,29.00 ,13.00 ,4.00 ,5.00 ,Spring,2012
ISYE 4311,2.55 ,16.00 ,40.00 ,19.00 ,18.00 ,1.00 ,6.00 ,Spring,2013
ISYE 4311,2.78 ,17.00 ,50.00 ,28.00 ,6.00 ,0.00 ,0.00 ,Summer,2012
ISYE 4311,2.63 ,16.00 ,38.00 ,41.00 ,6.00 ,0.00 ,0.00 ,Summer,2013
ARCH 4801,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2008
ARCH 4801,4.00 ,75.00 ,0.00 ,0.00 ,0.00 ,0.00 ,25.00 ,Spring,2008
ARCH 4801,3.91 ,95.50 ,0.00 ,4.50 ,0.00 ,0.00 ,0.00 ,Spring,2010
ARCH 4801,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2011
ARCH 4801,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2012
ARCH 4801,4.00 ,93.00 ,0.00 ,0.00 ,0.00 ,0.00 ,7.00 ,Spring,2013
ARCH 4803,3.80 ,78.00 ,19.33 ,0.00 ,0.00 ,0.00 ,2.67 ,Fall,2008
ARCH 4803,3.74 ,54.00 ,16.00 ,5.50 ,0.00 ,0.00 ,25.00 ,Fall,2009
ARCH 4803,3.16 ,32.67 ,62.00 ,0.00 ,0.00 ,5.67 ,0.00 ,Fall,2010
ARCH 4803,3.35 ,53.83 ,35.67 ,4.17 ,0.00 ,4.67 ,1.67 ,Fall,2011
ARCH 4803,3.94 ,94.20 ,5.80 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2012
ARCH 4803,3.62 ,65.40 ,28.30 ,1.30 ,0.00 ,1.40 ,2.80 ,Spring,2008
ARCH 4803,3.61 ,73.50 ,20.17 ,2.33 ,1.83 ,2.17 ,0.00 ,Spring,2009
ARCH 4803,3.55 ,60.00 ,26.69 ,9.00 ,0.00 ,0.00 ,3.08 ,Spring,2010
ARCH 4803,3.62 ,65.27 ,33.18 ,0.00 ,1.55 ,0.00 ,0.00 ,Spring,2011
ARCH 4803,3.88 ,79.82 ,10.09 ,0.00 ,0.00 ,0.00 ,8.73 ,Spring,2012
ARCH 4803,3.82 ,80.14 ,17.29 ,0.00 ,0.00 ,0.00 ,2.57 ,Spring,2013
ARCH 4803,3.75 ,60.50 ,25.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2009
ARCH 4803,4.00 ,83.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2011
ARCH 4803,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2012
ARCH 4803,3.40 ,40.00 ,20.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2013
ARCH 4802,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2012
CS 2110,2.42 ,19.50 ,32.75 ,19.50 ,10.75 ,11.25 ,6.25 ,Fall,2008
CS 2110,2.68 ,27.67 ,26.67 ,22.50 ,12.17 ,3.67 ,7.17 ,Fall,2009
CS 2110,2.45 ,20.80 ,31.60 ,19.40 ,3.00 ,14.80 ,10.60 ,Fall,2010
CS 2110,2.28 ,16.50 ,31.33 ,12.00 ,10.67 ,12.50 ,17.00 ,Fall,2011
CS 2110,2.69 ,21.38 ,37.88 ,21.88 ,7.88 ,4.13 ,6.88 ,Fall,2012
CS 2110,2.41 ,20.50 ,30.00 ,17.00 ,17.00 ,8.00 ,7.00 ,Spring,2008
CS 2110,2.97 ,30.00 ,45.00 ,11.00 ,5.00 ,4.00 ,5.00 ,Spring,2009
CS 2110,2.61 ,24.25 ,29.25 ,29.50 ,3.50 ,8.50 ,5.00 ,Spring,2010
CS 2110,2.49 ,19.00 ,27.00 ,27.75 ,8.50 ,6.25 ,11.25 ,Spring,2011
CS 2110,2.60 ,27.33 ,25.67 ,21.50 ,13.83 ,5.50 ,6.00 ,Spring,2012
CS 2110,2.85 ,26.38 ,36.38 ,22.25 ,5.50 ,2.38 ,6.75 ,Spring,2013
CS 2110,2.64 ,23.00 ,33.00 ,18.00 ,15.00 ,3.00 ,10.00 ,Summer,2008
CS 2110,3.21 ,25.50 ,32.50 ,3.00 ,0.00 ,3.00 ,35.50 ,Summer,2009
CS 2110,2.73 ,30.00 ,28.00 ,21.00 ,7.00 ,7.00 ,7.00 ,Summer,2010
CS 2110,2.38 ,18.00 ,26.00 ,15.00 ,15.00 ,8.00 ,18.00 ,Summer,2011
CS 2110,2.65 ,22.00 ,36.00 ,22.00 ,4.00 ,8.00 ,8.00 ,Summer,2012
CS 2110,2.77 ,29.00 ,27.00 ,33.00 ,6.00 ,2.00 ,2.00 ,Summer,2013
HTS 4001,3.58 ,54.00 ,38.00 ,0.00 ,0.00 ,0.00 ,8.00 ,Spring,2008
HTS 4001,3.63 ,60.00 ,10.00 ,10.00 ,0.00 ,0.00 ,20.00 ,Spring,2012
HTS 4002,2.89 ,25.00 ,33.00 ,8.00 ,0.00 ,8.00 ,25.00 ,Fall,2010
HTS 4002,3.53 ,67.00 ,20.00 ,13.00 ,0.00 ,0.00 ,0.00 ,Spring,2011
CS 4980,3.67 ,66.67 ,33.33 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2008
CS 4980,3.50 ,50.00 ,50.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2009
CS 4980,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2010
CS 4980,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2011
CS 4980,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2012
CS 4980,3.80 ,90.00 ,0.00 ,10.00 ,0.00 ,0.00 ,0.00 ,Spring,2008
CS 4980,3.95 ,95.00 ,5.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2009
CS 4980,3.82 ,81.82 ,18.18 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2010
CS 4980,3.89 ,88.89 ,11.11 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2011
CS 4980,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2012
CS 4980,4.00 ,96.15 ,0.00 ,0.00 ,0.00 ,0.00 ,3.85 ,Spring,2013
CS 4980,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2008
CS 4980,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2009
CS 4980,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2010
CS 4980,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2011
CS 4980,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2013
INTA 4833,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2009
INTA 4833,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2010
INTA 4833,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2011
INTA 4833,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2012
INTA 4833,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2013
CHIN 4901,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2009
CHIN 4901,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2012
APPH 3751,2.95 ,24.00 ,36.00 ,12.00 ,8.00 ,0.00 ,20.00 ,Fall,2008
APPH 3751,2.48 ,7.00 ,41.00 ,45.00 ,7.00 ,0.00 ,0.00 ,Fall,2009
APPH 3751,2.40 ,22.00 ,17.00 ,26.00 ,17.00 ,4.00 ,13.00 ,Fall,2010
APPH 3751,2.85 ,19.00 ,35.00 ,19.00 ,0.00 ,4.00 ,23.00 ,Fall,2011
APPH 3751,2.42 ,11.00 ,39.00 ,25.00 ,14.00 ,4.00 ,7.00 ,Fall,2012
APPH 3751,2.33 ,8.00 ,40.00 ,16.00 ,12.00 ,8.00 ,16.00 ,Spring,2011
MUSI 2202,4.00 ,90.00 ,0.00 ,0.00 ,0.00 ,0.00 ,10.00 ,Spring,2008
MUSI 2202,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2009
MUSI 2202,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2010
MUSI 2202,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2011
MUSI 2202,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2012
MUSI 2202,4.00 ,92.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.00 ,Spring,2013
MUSI 2202,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2010
MUSI 2202,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2011
MUSI 2202,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2012
MUSI 2201,4.00 ,75.00 ,0.00 ,0.00 ,0.00 ,0.00 ,25.00 ,Fall,2008
MUSI 2201,3.90 ,90.00 ,10.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2009
MUSI 2201,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2010
MUSI 2201,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2011
MUSI 2201,4.00 ,86.00 ,0.00 ,0.00 ,0.00 ,0.00 ,14.00 ,Fall,2012
CHEM 3481,3.07 ,29.00 ,43.00 ,21.50 ,0.00 ,0.00 ,7.00 ,Fall,2008
CHEM 3481,3.00 ,29.00 ,43.00 ,0.00 ,14.00 ,0.00 ,14.00 ,Fall,2009
CHEM 3481,3.29 ,50.00 ,13.00 ,25.00 ,0.00 ,0.00 ,13.00 ,Fall,2010
CHEM 3481,2.86 ,29.00 ,43.00 ,14.00 ,14.00 ,0.00 ,0.00 ,Fall,2011
CHEM 3481,3.04 ,29.00 ,58.50 ,6.50 ,0.00 ,6.50 ,0.00 ,Fall,2012
CHEM 3481,2.94 ,23.67 ,40.00 ,17.67 ,4.33 ,0.00 ,15.00 ,Spring,2008
CHEM 3481,3.24 ,43.67 ,46.33 ,5.67 ,0.00 ,4.67 ,0.00 ,Spring,2009
CHEM 3481,2.96 ,38.50 ,47.50 ,0.00 ,0.00 ,14.50 ,0.00 ,Spring,2010
CHEM 3481,3.41 ,44.00 ,44.00 ,6.50 ,0.00 ,0.00 ,6.50 ,Spring,2011
CHEM 3481,2.94 ,19.00 ,63.00 ,12.50 ,6.50 ,0.00 ,0.00 ,Spring,2012
CHEM 3481,2.86 ,44.00 ,13.00 ,13.00 ,12.50 ,6.50 ,12.50 ,Spring,2013
CS 2804,3.86 ,81.00 ,11.00 ,1.50 ,0.00 ,0.00 ,5.50 ,Fall,2012
CS 2804,3.40 ,53.00 ,16.00 ,5.00 ,0.00 ,5.00 ,5.00 ,Spring,2013
CS 2804,3.90 ,77.50 ,10.00 ,0.00 ,0.00 ,0.00 ,12.50 ,Summer,2012
ECE 4270,3.11 ,31.50 ,45.50 ,15.00 ,1.50 ,1.50 ,5.50 ,Fall,2008
ECE 4270,3.03 ,33.00 ,31.00 ,11.00 ,6.00 ,3.00 ,17.00 ,Fall,2009
ECE 4270,3.44 ,48.00 ,41.33 ,5.33 ,0.00 ,0.00 ,5.33 ,Fall,2010
ECE 4270,3.10 ,52.00 ,14.00 ,19.00 ,5.00 ,5.00 ,5.00 ,Fall,2011
ECE 4270,2.88 ,38.00 ,15.00 ,31.00 ,4.00 ,4.00 ,8.00 ,Fall,2012
ECE 4270,3.27 ,38.00 ,50.00 ,0.00 ,0.00 ,4.00 ,8.00 ,Spring,2008
ECE 4270,2.69 ,23.25 ,42.00 ,5.25 ,25.00 ,0.00 ,4.50 ,Spring,2009
ECE 4270,3.15 ,33.00 ,48.00 ,10.00 ,5.00 ,0.00 ,5.00 ,Spring,2011
ECE 4270,3.32 ,44.33 ,42.00 ,3.67 ,2.33 ,1.33 ,6.33 ,Spring,2012
ECE 4270,3.13 ,26.50 ,33.00 ,2.50 ,2.50 ,2.50 ,30.50 ,Spring,2013
ECE 4270,3.07 ,35.00 ,29.00 ,18.00 ,6.00 ,0.00 ,12.00 ,Summer,2009
ECE 4271,3.75 ,75.00 ,25.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2008
ECE 4271,3.86 ,86.00 ,14.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2009
ECE 4271,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2010
ECE 4271,3.63 ,63.00 ,38.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2011
ECE 4271,3.89 ,73.00 ,9.00 ,0.00 ,0.00 ,0.00 ,18.00 ,Spring,2012
PSYC 3011,2.48 ,19.00 ,31.00 ,31.00 ,8.00 ,8.00 ,4.00 ,Fall,2008
PSYC 3011,2.65 ,35.00 ,24.00 ,24.00 ,6.00 ,12.00 ,0.00 ,Fall,2009
PSYC 3011,2.52 ,21.00 ,25.00 ,33.00 ,17.00 ,0.00 ,4.00 ,Fall,2010
PSYC 3011,3.41 ,47.00 ,32.00 ,11.00 ,0.00 ,0.00 ,11.00 ,Fall,2011
PSYC 3011,3.44 ,54.00 ,39.00 ,0.00 ,0.00 ,4.00 ,4.00 ,Fall,2012
PSYC 3011,3.00 ,17.00 ,33.00 ,17.00 ,0.00 ,0.00 ,33.00 ,Spring,2008
PSYC 3011,3.47 ,60.00 ,27.00 ,13.00 ,0.00 ,0.00 ,0.00 ,Spring,2009
PSYC 3011,3.09 ,31.00 ,38.00 ,8.00 ,8.00 ,0.00 ,15.00 ,Spring,2010
PSYC 3011,2.57 ,21.00 ,36.00 ,29.00 ,7.00 ,7.00 ,0.00 ,Spring,2011
PSYC 3011,3.41 ,65.00 ,18.00 ,12.00 ,6.00 ,0.00 ,0.00 ,Spring,2012
PSYC 3011,3.43 ,59.00 ,27.00 ,5.00 ,0.00 ,5.00 ,5.00 ,Spring,2013
HTS 4005,3.44 ,63.00 ,31.00 ,0.00 ,0.00 ,6.00 ,0.00 ,Fall,2012
PSYC 2015,2.92 ,27.00 ,44.50 ,18.50 ,2.50 ,3.50 ,3.50 ,Fall,2008
PSYC 2015,2.97 ,25.00 ,52.00 ,15.00 ,7.00 ,0.00 ,2.00 ,Fall,2009
PSYC 2015,2.59 ,20.00 ,39.00 ,21.00 ,8.00 ,8.00 ,5.00 ,Fall,2010
PSYC 2015,3.04 ,30.50 ,39.00 ,16.00 ,2.00 ,1.50 ,10.00 ,Fall,2011
PSYC 2015,2.97 ,23.50 ,51.00 ,22.00 ,2.50 ,0.00 ,1.50 ,Fall,2012
PSYC 2015,3.62 ,76.00 ,13.00 ,3.00 ,3.00 ,3.00 ,3.00 ,Spring,2008
PSYC 2015,3.00 ,29.00 ,49.00 ,11.00 ,2.00 ,4.00 ,2.00 ,Spring,2009
PSYC 2015,3.43 ,53.00 ,38.00 ,10.00 ,0.00 ,0.00 ,0.00 ,Spring,2010
PSYC 2015,2.95 ,23.00 ,52.00 ,18.00 ,0.00 ,3.00 ,5.00 ,Spring,2011
PSYC 2015,2.93 ,24.00 ,48.00 ,19.00 ,3.00 ,2.00 ,3.00 ,Spring,2012
PSYC 2015,3.00 ,27.00 ,42.00 ,24.00 ,1.00 ,0.00 ,1.00 ,Spring,2013
BMED 2803,3.33 ,38.00 ,50.00 ,6.00 ,0.00 ,0.00 ,0.00 ,Summer,2013
ISYE 3770,3.19 ,37.50 ,42.50 ,17.00 ,1.00 ,0.00 ,1.50 ,Fall,2008
ISYE 3770,3.32 ,45.00 ,39.00 ,13.50 ,0.00 ,0.00 ,2.50 ,Fall,2009
ISYE 3770,3.23 ,41.00 ,40.50 ,13.50 ,1.00 ,0.50 ,3.50 ,Fall,2010
ISYE 3770,3.06 ,31.00 ,50.50 ,11.50 ,5.00 ,1.00 ,1.50 ,Fall,2011
ISYE 3770,2.86 ,26.50 ,40.50 ,15.50 ,7.50 ,2.50 ,5.50 ,Fall,2012
ISYE 3770,2.36 ,8.00 ,25.00 ,31.00 ,7.00 ,4.00 ,25.00 ,Spring,2008
ISYE 3770,3.16 ,37.00 ,39.50 ,18.50 ,1.50 ,0.00 ,2.50 ,Spring,2009
ISYE 3770,2.93 ,28.00 ,41.50 ,20.50 ,5.00 ,1.50 ,2.00 ,Spring,2010
ISYE 3770,3.03 ,26.00 ,52.50 ,18.00 ,1.00 ,1.50 ,2.00 ,Spring,2011
ISYE 3770,3.23 ,44.50 ,39.00 ,13.00 ,1.00 ,2.00 ,0.00 ,Spring,2012
ISYE 3770,3.17 ,46.50 ,32.00 ,10.50 ,7.00 ,2.00 ,2.00 ,Spring,2013
ISYE 3770,3.17 ,35.67 ,47.00 ,13.33 ,2.00 ,0.67 ,0.67 ,Summer,2008
ISYE 3770,3.00 ,35.00 ,38.33 ,18.67 ,4.00 ,2.33 ,0.67 ,Summer,2009
ISYE 3770,3.05 ,35.00 ,38.00 ,19.00 ,5.00 ,0.50 ,2.00 ,Summer,2010
ISYE 3770,3.31 ,42.00 ,47.00 ,7.50 ,0.50 ,1.00 ,1.00 ,Summer,2011
ISYE 3770,3.23 ,43.50 ,37.00 ,17.00 ,1.50 ,0.50 ,0.50 ,Summer,2012
ISYE 3770,2.79 ,35.50 ,27.00 ,19.00 ,13.50 ,3.50 ,2.00 ,Summer,2013
MUSI 2113,4.00 ,90.00 ,0.00 ,0.00 ,0.00 ,0.00 ,10.00 ,Spring,2008
MUSI 2113,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2009
MUSI 2113,4.00 ,80.00 ,0.00 ,0.00 ,0.00 ,0.00 ,20.00 ,Spring,2010
MUSI 2113,3.89 ,95.00 ,0.00 ,5.00 ,0.00 ,0.00 ,0.00 ,Spring,2011
MUSI 2113,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2012
MUSI 2113,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2013
MUSI 2112,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2008
MUSI 2112,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2009
MUSI 2112,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2010
MUSI 2112,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2011
MUSI 2112,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2012
ARCH 4105,3.58 ,68.00 ,21.00 ,11.00 ,0.00 ,0.00 ,0.00 ,Fall,2008
