course,GPA,A,B,C,D,F,W,semester,year
INTA 2901,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2013
CS 2050,2.97 ,29.17 ,34.83 ,19.00 ,3.83 ,2.00 ,11.83 ,Fall,2011
CS 2050,2.80 ,28.25 ,35.00 ,22.75 ,8.75 ,2.75 ,2.75 ,Fall,2012
CS 2050,2.72 ,19.25 ,42.25 ,22.75 ,7.75 ,2.25 ,5.50 ,Spring,2012
CS 2050,2.86 ,28.75 ,34.00 ,22.00 ,7.00 ,2.00 ,6.25 ,Spring,2013
CS 2050,2.92 ,28.00 ,40.00 ,28.00 ,4.00 ,0.00 ,0.00 ,Summer,2011
CS 2050,3.50 ,56.00 ,39.00 ,6.00 ,0.00 ,0.00 ,0.00 ,Summer,2012
CS 2050,3.82 ,82.00 ,18.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2013
CS 2051,3.58 ,54.00 ,29.00 ,4.00 ,0.00 ,0.00 ,14.00 ,Fall,2012
CS 2051,3.80 ,77.00 ,19.00 ,0.00 ,0.00 ,0.00 ,4.00 ,Spring,2013
INTA 3231,3.00 ,38.00 ,29.00 ,24.00 ,0.00 ,5.00 ,5.00 ,Fall,2010
INTA 3231,3.39 ,50.00 ,39.00 ,11.00 ,0.00 ,0.00 ,0.00 ,Spring,2013
INTA 3230,3.45 ,57.00 ,26.00 ,13.00 ,0.00 ,0.00 ,4.00 ,Fall,2009
INTA 3230,3.50 ,68.00 ,21.00 ,7.00 ,0.00 ,4.00 ,0.00 ,Spring,2012
CHEM 4740,3.00 ,0.00 ,67.00 ,0.00 ,0.00 ,0.00 ,33.00 ,Spring,2008
CHEM 4740,2.43 ,0.00 ,44.00 ,22.00 ,11.00 ,0.00 ,11.00 ,Spring,2009
CHEM 4740,2.50 ,50.00 ,0.00 ,0.00 ,50.00 ,0.00 ,0.00 ,Spring,2010
CHEM 4740,2.60 ,0.00 ,43.00 ,29.00 ,0.00 ,0.00 ,14.00 ,Spring,2011
CHEM 4740,3.25 ,20.00 ,60.00 ,0.00 ,0.00 ,0.00 ,20.00 ,Spring,2012
CHEM 4740,3.67 ,67.00 ,33.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2013
PSYC 3790,3.33 ,25.00 ,50.00 ,0.00 ,0.00 ,0.00 ,13.00 ,Fall,2008
PSYC 3790,3.00 ,50.00 ,20.00 ,0.00 ,10.00 ,10.00 ,10.00 ,Fall,2009
PSYC 3790,3.00 ,33.00 ,44.00 ,0.00 ,0.00 ,11.00 ,11.00 ,Fall,2010
PSYC 3790,3.00 ,13.00 ,63.00 ,13.00 ,0.00 ,0.00 ,0.00 ,Fall,2011
PSYC 3790,3.10 ,60.00 ,10.00 ,20.00 ,0.00 ,10.00 ,0.00 ,Fall,2012
PSYC 3790,2.71 ,13.00 ,60.00 ,7.00 ,7.00 ,7.00 ,7.00 ,Spring,2008
PSYC 3790,3.17 ,50.00 ,25.00 ,17.00 ,8.00 ,0.00 ,0.00 ,Spring,2009
ENGL 1102,3.35 ,51.78 ,34.52 ,9.83 ,0.87 ,1.74 ,1.22 ,Fall,2008
ENGL 1102,3.44 ,58.46 ,28.27 ,8.62 ,0.46 ,1.85 ,2.42 ,Fall,2009
ENGL 1102,3.39 ,50.71 ,37.11 ,8.50 ,1.00 ,0.57 ,2.21 ,Fall,2010
ENGL 1102,3.49 ,57.11 ,33.84 ,3.76 ,1.05 ,1.30 ,2.92 ,Fall,2011
ENGL 1102,3.65 ,70.88 ,22.98 ,2.38 ,0.95 ,1.03 ,1.63 ,Fall,2012
ENGL 1102,3.42 ,54.19 ,32.51 ,7.43 ,0.59 ,1.77 ,3.52 ,Spring,2008
ENGL 1102,3.39 ,50.64 ,36.74 ,6.28 ,1.24 ,1.36 ,3.75 ,Spring,2009
ENGL 1102,3.26 ,44.20 ,37.70 ,9.36 ,1.84 ,1.86 ,5.06 ,Spring,2010
ENGL 1102,3.47 ,57.10 ,31.84 ,4.92 ,1.09 ,1.42 ,3.62 ,Spring,2011
ENGL 1102,3.56 ,65.04 ,25.62 ,3.96 ,1.27 ,1.13 ,2.92 ,Spring,2012
ENGL 1102,3.67 ,71.74 ,22.45 ,2.40 ,0.73 ,0.88 ,1.58 ,Spring,2013
ENGL 1102,3.36 ,50.00 ,33.00 ,4.00 ,0.00 ,4.00 ,8.00 ,Summer,2008
ENGL 1102,3.71 ,69.00 ,29.00 ,0.00 ,0.00 ,0.00 ,1.50 ,Summer,2009
ENGL 1102,2.86 ,33.00 ,25.00 ,25.00 ,4.00 ,4.00 ,8.00 ,Summer,2010
ENGL 1102,3.35 ,57.00 ,22.00 ,22.00 ,0.00 ,0.00 ,0.00 ,Summer,2011
ENGL 1102,3.25 ,59.00 ,20.00 ,10.50 ,2.00 ,6.50 ,2.00 ,Summer,2012
ENGL 1102,3.80 ,80.00 ,16.50 ,2.00 ,0.00 ,0.00 ,2.00 ,Summer,2013
ENGL 1101,3.33 ,46.57 ,42.62 ,6.05 ,1.24 ,1.78 ,1.81 ,Fall,2008
ENGL 1101,3.33 ,47.47 ,38.70 ,7.05 ,1.30 ,1.81 ,3.65 ,Fall,2009
ENGL 1101,3.37 ,48.18 ,44.33 ,3.37 ,0.70 ,2.11 ,1.33 ,Fall,2010
ENGL 1101,3.53 ,62.68 ,27.68 ,6.40 ,0.58 ,1.06 ,1.62 ,Fall,2011
ENGL 1101,3.69 ,73.52 ,22.58 ,1.77 ,0.69 ,0.69 ,0.69 ,Fall,2012
ENGL 1101,3.15 ,38.00 ,39.33 ,10.67 ,4.67 ,1.33 ,6.00 ,Spring,2008
ENGL 1101,2.80 ,23.00 ,48.50 ,14.25 ,0.00 ,9.25 ,5.00 ,Spring,2009
ENGL 1101,3.42 ,51.67 ,37.17 ,2.67 ,0.00 ,2.83 ,5.67 ,Spring,2010
ENGL 1101,2.56 ,12.33 ,58.67 ,8.33 ,7.33 ,11.00 ,2.67 ,Spring,2011
ENGL 1101,3.51 ,67.00 ,20.00 ,2.00 ,1.00 ,5.00 ,5.00 ,Spring,2012
ENGL 1101,3.62 ,67.22 ,22.67 ,2.56 ,0.56 ,1.56 ,5.56 ,Spring,2013
ENGL 1101,3.25 ,37.88 ,51.00 ,10.25 ,0.00 ,1.00 ,0.00 ,Summer,2008
ENGL 1101,3.43 ,51.33 ,41.17 ,7.00 ,0.67 ,0.00 ,0.00 ,Summer,2009
ENGL 1101,3.31 ,40.71 ,50.00 ,9.57 ,0.00 ,0.00 ,0.00 ,Summer,2010
ENGL 1101,3.64 ,68.88 ,27.13 ,3.50 ,0.00 ,0.63 ,0.00 ,Summer,2011
ENGL 1101,3.67 ,70.29 ,26.86 ,2.86 ,0.00 ,0.00 ,0.00 ,Summer,2012
ENGL 1101,3.73 ,78.17 ,16.33 ,5.67 ,0.00 ,0.00 ,0.00 ,Summer,2013
ARCH 4117,2.67 ,33.00 ,33.00 ,17.00 ,0.00 ,17.00 ,0.00 ,Fall,2009
ARCH 4117,3.58 ,69.00 ,15.00 ,0.00 ,8.00 ,0.00 ,8.00 ,Spring,2011
PTFE 4210,3.00 ,0.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2010
PTFE 4210,3.67 ,67.00 ,33.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2008
PTFE 4210,3.65 ,65.00 ,35.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2009
PTFE 4210,3.29 ,38.00 ,54.00 ,8.00 ,0.00 ,0.00 ,0.00 ,Spring,2010
PTFE 4210,3.89 ,89.00 ,11.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2011
PTFE 4210,3.85 ,85.00 ,15.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2012
PTFE 4210,3.27 ,45.00 ,36.00 ,18.00 ,0.00 ,0.00 ,0.00 ,Spring,2013
SPAN 4254,3.58 ,50.00 ,36.00 ,0.00 ,0.00 ,0.00 ,9.00 ,Fall,2008
SPAN 4255,3.85 ,85.00 ,15.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2008
SPAN 4255,3.59 ,56.00 ,39.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2010
SPAN 4255,3.80 ,73.00 ,18.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2011
SPAN 4255,3.67 ,67.00 ,33.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2013
SPAN 4251,4.00 ,92.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2011
SPAN 4251,3.36 ,67.00 ,0.00 ,17.00 ,8.00 ,0.00 ,8.00 ,Spring,2012
SPAN 4251,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2012
SPAN 4251,3.86 ,75.00 ,13.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2013
ECE 4370,3.67 ,67.00 ,33.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2008
ECE 4370,3.50 ,50.00 ,50.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2009
ECE 4370,3.75 ,60.00 ,20.00 ,0.00 ,0.00 ,0.00 ,20.00 ,Fall,2010
ECE 4370,3.35 ,39.00 ,50.00 ,6.00 ,0.00 ,0.00 ,6.00 ,Fall,2011
ECE 4370,3.46 ,38.00 ,44.00 ,0.00 ,0.00 ,0.00 ,19.00 ,Fall,2012
AE 3515,1.78 ,8.00 ,10.00 ,25.00 ,17.00 ,12.00 ,29.00 ,Fall,2008
AE 3515,2.82 ,37.00 ,32.00 ,15.00 ,10.00 ,7.00 ,0.00 ,Fall,2009
AE 3515,1.36 ,4.00 ,6.00 ,17.00 ,10.00 ,21.00 ,42.00 ,Fall,2010
AE 3515,1.90 ,11.00 ,15.00 ,35.00 ,24.00 ,11.00 ,4.00 ,Fall,2011
AE 3515,1.52 ,5.00 ,21.00 ,11.00 ,23.00 ,25.00 ,16.00 ,Fall,2012
AE 3515,2.66 ,32.00 ,19.00 ,30.00 ,13.00 ,3.00 ,2.00 ,Spring,2008
AE 3515,2.34 ,21.50 ,25.00 ,29.00 ,11.50 ,12.00 ,1.00 ,Spring,2009
AE 3515,2.54 ,12.50 ,40.00 ,27.00 ,9.00 ,3.50 ,9.00 ,Spring,2010
AE 3515,2.28 ,17.50 ,25.00 ,28.00 ,10.00 ,11.00 ,8.50 ,Spring,2011
AE 3515,2.87 ,23.00 ,48.00 ,22.00 ,5.00 ,2.00 ,0.00 ,Spring,2012
AE 3515,2.70 ,20.00 ,45.00 ,19.50 ,7.00 ,5.50 ,2.50 ,Spring,2013
AE 3515,2.62 ,21.00 ,25.00 ,39.00 ,4.00 ,4.00 ,7.00 ,Summer,2008
AE 3515,3.00 ,0.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2013
RUSS 4902,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2008
RUSS 4901,3.84 ,83.50 ,16.50 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2008
RUSS 4901,3.00 ,0.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2009
RUSS 4901,3.50 ,50.00 ,50.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2008
RUSS 4901,3.50 ,50.00 ,50.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2009
RUSS 4901,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2010
RUSS 4901,4.00 ,67.00 ,0.00 ,0.00 ,0.00 ,0.00 ,33.00 ,Spring,2013
RUSS 4901,3.86 ,86.00 ,14.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2008
MUSI 3720,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2008
MUSI 3720,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2011
MUSI 3720,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2012
MUSI 3720,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2008
MUSI 3720,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2009
MUSI 3720,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2011
MUSI 3720,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2012
MUSI 3720,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2013
ME 4764,3.20 ,27.00 ,67.00 ,7.00 ,0.00 ,0.00 ,0.00 ,Spring,2008
ME 4764,3.48 ,48.00 ,52.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2009
ME 4764,3.23 ,23.00 ,77.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2010
ME 4764,3.43 ,43.00 ,47.00 ,3.00 ,0.00 ,0.00 ,7.00 ,Spring,2011
ME 4764,3.45 ,45.00 ,55.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2012
NRE 4232,3.59 ,72.00 ,21.00 ,3.00 ,0.00 ,3.00 ,0.00 ,Spring,2008
NRE 4232,3.59 ,70.00 ,26.00 ,0.00 ,0.00 ,4.00 ,0.00 ,Spring,2009
NRE 4232,3.47 ,58.00 ,34.00 ,5.00 ,3.00 ,0.00 ,0.00 ,Spring,2010
NRE 4232,3.66 ,72.00 ,22.00 ,6.00 ,0.00 ,0.00 ,0.00 ,Spring,2011
NRE 4232,3.72 ,80.00 ,12.00 ,8.00 ,0.00 ,0.00 ,0.00 ,Spring,2012
NRE 4232,3.68 ,75.00 ,18.00 ,8.00 ,0.00 ,0.00 ,0.00 ,Spring,2013
ME 4760,2.52 ,27.00 ,31.00 ,4.00 ,15.00 ,12.00 ,12.00 ,Fall,2008
ME 4760,2.88 ,29.67 ,36.67 ,27.33 ,3.67 ,2.33 ,0.00 ,Fall,2009
ME 4760,2.45 ,12.67 ,31.00 ,31.33 ,6.67 ,3.33 ,15.00 ,Fall,2010
ME 4760,2.63 ,27.33 ,28.33 ,20.33 ,19.33 ,1.33 ,4.00 ,Fall,2011
ME 4760,2.75 ,20.00 ,24.00 ,34.00 ,0.00 ,2.00 ,20.00 ,Fall,2012
ME 4760,3.50 ,58.50 ,33.50 ,8.50 ,0.00 ,0.00 ,0.00 ,Summer,2009
ME 4763,3.20 ,20.00 ,80.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2008
ME 4763,3.32 ,32.00 ,68.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2009
ME 4763,3.37 ,37.00 ,63.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2010
ME 4763,3.41 ,41.00 ,59.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2011
ME 4763,3.22 ,26.00 ,63.00 ,5.00 ,0.00 ,0.00 ,5.00 ,Fall,2012
JAPN 3061,3.46 ,53.00 ,27.00 ,0.00 ,7.00 ,0.00 ,7.00 ,Spring,2009
LCC 4204,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2011
LCC 4204,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2012
LCC 4204,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2013
APPH 3500,3.69 ,70.00 ,23.00 ,3.00 ,0.00 ,0.00 ,3.00 ,Spring,2008
APPH 3500,3.30 ,39.00 ,39.00 ,4.00 ,4.00 ,0.00 ,9.00 ,Summer,2012
CHEM 4695,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2013
MSE 3012,2.45 ,16.00 ,16.00 ,55.00 ,6.00 ,0.00 ,6.00 ,Spring,2008
MSE 3012,2.93 ,42.00 ,13.00 ,23.00 ,13.00 ,0.00 ,10.00 ,Spring,2009
MSE 3012,3.00 ,39.00 ,23.00 ,19.00 ,10.00 ,0.00 ,10.00 ,Spring,2010
MSE 3012,2.61 ,3.00 ,59.00 ,21.00 ,9.00 ,0.00 ,9.00 ,Spring,2011
MSE 3012,3.09 ,22.00 ,57.00 ,14.00 ,0.00 ,0.00 ,8.00 ,Spring,2012
MSE 3012,3.33 ,56.00 ,22.00 ,22.00 ,0.00 ,0.00 ,0.00 ,Spring,2013
MSE 3015,3.63 ,66.00 ,23.00 ,0.00 ,0.00 ,3.00 ,9.00 ,Spring,2008
MSE 3015,3.47 ,60.00 ,23.00 ,14.00 ,0.00 ,0.00 ,3.00 ,Spring,2009
MSE 3015,3.19 ,44.00 ,31.00 ,19.00 ,3.00 ,0.00 ,3.00 ,Spring,2010
MSE 3015,3.09 ,49.00 ,26.00 ,11.00 ,6.00 ,6.00 ,3.00 ,Spring,2011
MSE 3015,3.25 ,43.00 ,36.00 ,15.00 ,2.00 ,0.00 ,4.00 ,Spring,2012
MSE 3015,3.34 ,44.00 ,34.00 ,13.00 ,0.00 ,0.00 ,7.00 ,Spring,2013
CHEM 4341,3.36 ,48.00 ,24.00 ,16.00 ,0.00 ,0.00 ,12.00 ,Fall,2008
CHEM 4341,3.29 ,40.00 ,40.00 ,13.00 ,0.00 ,0.00 ,0.00 ,Fall,2009
CHEM 4341,3.07 ,33.00 ,40.00 ,13.00 ,7.00 ,0.00 ,7.00 ,Fall,2010
CHEM 4341,3.05 ,26.00 ,43.00 ,22.00 ,0.00 ,0.00 ,4.00 ,Fall,2011
CHEM 4341,3.21 ,36.00 ,50.00 ,14.00 ,0.00 ,0.00 ,0.00 ,Fall,2012
CHEM 4699,3.69 ,76.92 ,15.38 ,7.69 ,0.00 ,0.00 ,0.00 ,Fall,2008
CHEM 4699,3.97 ,97.06 ,2.94 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2009
CHEM 4699,3.89 ,89.47 ,10.53 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2010
CHEM 4699,3.95 ,92.10 ,4.76 ,0.00 ,0.00 ,0.00 ,3.14 ,Fall,2011
CHEM 4699,3.97 ,96.67 ,1.67 ,0.00 ,0.00 ,0.00 ,1.67 ,Fall,2012
CHEM 4699,3.73 ,83.36 ,0.00 ,0.00 ,9.09 ,0.00 ,7.55 ,Spring,2008
CHEM 4699,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2009
CHEM 4699,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2010
CHEM 4699,3.84 ,86.36 ,11.36 ,2.27 ,0.00 ,0.00 ,0.00 ,Spring,2011
CHEM 4699,3.99 ,98.75 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2012
CHEM 4699,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2013
CHEM 4699,3.88 ,93.75 ,0.00 ,6.25 ,0.00 ,0.00 ,0.00 ,Summer,2008
CHEM 4699,3.63 ,83.00 ,2.00 ,10.00 ,5.00 ,0.00 ,0.00 ,Summer,2009
CHEM 4699,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2010
CHEM 4699,3.63 ,79.13 ,4.13 ,16.63 ,0.00 ,0.00 ,0.00 ,Summer,2011
CHEM 4699,3.88 ,88.24 ,11.76 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2012
CHEM 4699,3.91 ,90.91 ,9.09 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2013
MUSI 3450,3.00 ,30.00 ,48.50 ,15.50 ,3.00 ,3.00 ,0.00 ,Fall,2008
MUSI 3450,3.38 ,53.00 ,27.00 ,0.00 ,0.00 ,7.00 ,13.00 ,Fall,2009
MUSI 3450,3.15 ,45.50 ,31.00 ,8.50 ,6.00 ,3.50 ,6.00 ,Spring,2008
MUSI 3450,2.90 ,20.50 ,51.00 ,12.50 ,0.00 ,5.50 ,10.50 ,Spring,2009
MUSI 3450,3.00 ,37.00 ,32.00 ,21.00 ,0.00 ,5.00 ,5.00 ,Spring,2010
MUSI 3450,3.59 ,65.00 ,15.00 ,0.00 ,0.00 ,5.00 ,15.00 ,Spring,2012
MUSI 3450,2.69 ,33.50 ,25.00 ,15.00 ,8.50 ,8.50 ,10.00 ,Summer,2009
MUSI 3450,3.82 ,79.67 ,18.00 ,0.00 ,0.00 ,0.00 ,2.33 ,Summer,2010
MUSI 3450,3.42 ,41.50 ,58.50 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2011
MUSI 3450,3.50 ,67.00 ,28.00 ,0.00 ,0.00 ,6.00 ,0.00 ,Summer,2012
MUSI 3450,3.76 ,83.00 ,6.00 ,0.00 ,6.00 ,0.00 ,6.00 ,Summer,2013
BMED 4801,3.31 ,38.00 ,55.00 ,7.00 ,0.00 ,0.00 ,0.00 ,Fall,2008
BMED 4803,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2008
BMED 4803,3.68 ,79.00 ,13.50 ,4.50 ,3.00 ,0.00 ,0.00 ,Fall,2010
BMED 4803,3.50 ,50.00 ,50.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2012
BMED 4803,3.96 ,84.00 ,3.00 ,0.00 ,0.00 ,0.00 ,13.00 ,Spring,2008
BMED 4803,3.69 ,76.00 ,17.00 ,7.00 ,0.00 ,0.00 ,0.00 ,Spring,2009
BMED 4803,3.78 ,78.00 ,17.00 ,0.00 ,1.50 ,0.00 ,3.50 ,Spring,2010
BMED 4803,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2008
GRMN 4823,3.50 ,33.00 ,33.00 ,0.00 ,0.00 ,0.00 ,33.00 ,Fall,2010
INTA 2010,3.08 ,26.00 ,39.00 ,20.00 ,0.00 ,0.00 ,13.00 ,Fall,2008
INTA 2010,3.02 ,29.00 ,43.00 ,10.00 ,2.00 ,4.00 ,12.00 ,Fall,2009
INTA 2010,3.12 ,30.00 ,43.00 ,19.00 ,0.00 ,0.00 ,8.00 ,Fall,2010
INTA 2010,3.53 ,71.00 ,11.00 ,8.00 ,3.00 ,3.00 ,5.00 ,Fall,2011
INTA 2010,3.30 ,31.00 ,59.00 ,3.00 ,0.00 ,0.00 ,3.00 ,Fall,2012
INTA 2010,3.43 ,53.00 ,33.00 ,6.00 ,0.00 ,2.00 ,6.00 ,Spring,2008
INTA 2010,3.09 ,29.00 ,50.00 ,6.00 ,4.00 ,2.00 ,8.00 ,Spring,2009
INTA 2010,3.14 ,36.00 ,44.00 ,11.00 ,2.00 ,2.00 ,4.00 ,Spring,2010
INTA 2010,2.95 ,30.00 ,40.00 ,17.00 ,2.00 ,4.00 ,6.00 ,Spring,2011
INTA 2010,3.21 ,28.00 ,62.00 ,7.00 ,0.00 ,0.00 ,3.00 ,Spring,2012
INTA 2010,3.38 ,56.00 ,26.00 ,11.00 ,4.00 ,0.00 ,4.00 ,Spring,2013
MUSI 2521,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2011
ARBC 2813,4.00 ,50.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2008
ARBC 2813,3.92 ,80.00 ,7.00 ,0.00 ,0.00 ,0.00 ,7.00 ,Spring,2009
ARBC 2813,3.55 ,55.00 ,45.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2012
ARBC 2813,3.00 ,14.00 ,71.00 ,14.00 ,0.00 ,0.00 ,0.00 ,Summer,2013
ME 4699,4.00 ,97.50 ,0.00 ,0.00 ,0.00 ,0.00 ,2.50 ,Fall,2008
ME 4699,3.96 ,96.36 ,3.64 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2009
ME 4699,3.85 ,91.66 ,6.25 ,0.00 ,0.00 ,2.09 ,0.00 ,Fall,2010
ME 4699,3.93 ,95.13 ,2.09 ,0.00 ,0.00 ,0.78 ,2.00 ,Fall,2011
ME 4699,3.93 ,92.04 ,7.38 ,0.00 ,0.00 ,0.00 ,0.45 ,Fall,2012
ME 4699,3.82 ,89.47 ,7.89 ,0.00 ,0.00 ,2.63 ,0.00 ,Spring,2008
ME 4699,3.85 ,85.07 ,14.93 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2009
ME 4699,3.97 ,97.06 ,2.94 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2010
ME 4699,3.83 ,87.50 ,11.11 ,0.00 ,0.00 ,1.39 ,0.00 ,Spring,2011
ME 4699,3.92 ,94.48 ,4.75 ,0.00 ,0.00 ,0.75 ,0.00 ,Spring,2012
ME 4699,3.96 ,95.86 ,3.49 ,0.40 ,0.00 ,0.00 ,0.26 ,Spring,2013
ME 4699,3.88 ,87.50 ,12.50 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2008
ME 4699,3.88 ,88.35 ,11.65 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2009
ME 4699,3.91 ,95.79 ,0.38 ,3.45 ,0.00 ,0.38 ,0.00 ,Summer,2010
ME 4699,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2011
ME 4699,3.97 ,96.68 ,3.32 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2012
ME 4699,3.96 ,94.46 ,4.17 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2013
CHEM 4521,2.80 ,30.00 ,40.00 ,20.00 ,0.00 ,10.00 ,0.00 ,Fall,2008
CHEM 4521,2.88 ,26.00 ,38.00 ,21.00 ,9.00 ,0.00 ,6.00 ,Fall,2009
CHEM 4521,2.83 ,17.00 ,60.00 ,13.00 ,4.00 ,4.00 ,2.00 ,Fall,2010
CHEM 4521,2.90 ,30.00 ,40.00 ,15.00 ,13.00 ,0.00 ,3.00 ,Fall,2011
CHEM 4521,2.79 ,28.00 ,36.00 ,16.00 ,16.00 ,0.00 ,4.00 ,Fall,2012
CHEM 4521,3.22 ,39.00 ,43.00 ,17.00 ,0.00 ,0.00 ,0.00 ,Spring,2008
CHEM 4521,2.00 ,0.00 ,50.00 ,0.00 ,50.00 ,0.00 ,0.00 ,Spring,2009
CHEM 4521,3.00 ,33.00 ,11.00 ,33.00 ,0.00 ,0.00 ,22.00 ,Spring,2012
CHEM 4521,3.00 ,24.00 ,48.00 ,24.00 ,0.00 ,0.00 ,3.00 ,Spring,2013
MUSI 4630,3.73 ,82.00 ,9.00 ,9.00 ,0.00 ,0.00 ,0.00 ,Fall,2008
MUSI 4630,3.73 ,82.00 ,9.00 ,9.00 ,0.00 ,0.00 ,0.00 ,Fall,2009
MUSI 4630,3.90 ,90.00 ,10.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2010
MUSI 4630,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2008
MUSI 4630,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2009
MUSI 4630,3.75 ,75.00 ,25.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2010
MUSI 4630,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2013
MUSI 4630,3.67 ,67.00 ,33.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2009
MUSI 4630,3.95 ,89.50 ,5.50 ,0.00 ,0.00 ,0.00 ,5.00 ,Summer,2010
MUSI 4630,3.82 ,82.00 ,18.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2011
