courseID,profID,courseID.1,Course,Section,Year,Prof,A,B,C,D,F,W,Size,Level,GPA,Y,AverageGPA,Semester
CS4290,PRVULOVICMILOS,CS4290,CS 4290,A,2009,"Prvulovic, Milos",36,18,36,0,0,9,Small (10-20 Students),Undergraduate,3.0,2009,2.9,Fall
CS4290,CONTETHOMASMARTIN,CS4290,CS 4290,A,2010,"Conte, Thomas Martin",54,31,0,0,0,15,Small (10-20 Students),Undergraduate,3.64,2010,3.29,Spring
CS4290,KIMHYESOON,CS4290,CS 4290,A,2010,"Kim, Hyesoon",41,18,24,12,0,6,Small (10-20 Students),Undergraduate,2.94,2010,3.29,Fall
CS4290,CONTETHOMASMARTIN,CS4290,CS 4290,A,2011,"Conte, Thomas Martin",40,20,30,0,0,10,Small (10-20 Students),Undergraduate,3.11,2011,3.125,Spring
CS4290,KIMHYESOON,CS4290,CS 4290,A,2011,"Kim, Hyesoon",47,20,20,7,0,7,Small (10-20 Students),Undergraduate,3.14,2011,3.125,Fall
CS4290,KIMJONGMAN,CS4290,CS 4290,B,2012,"Kim, Jongman",0,67,0,0,0,33,Very Small (Fewer than 10 Students),Undergraduate,3.0,2012,3.2375,Spring
CS4290,CONTETHOMASM.,CS4290,CS 4290,A,2012,"Conte, Thomas M.",46,23,15,12,0,4,Mid-Size (21-30 Students),Undergraduate,3.08,2012,3.2375,Spring
CS4290,KIMHYESOON,CS4290,CS 4290,A,2012,"Kim, Hyesoon",30,20,0,0,0,50,Small (10-20 Students),Undergraduate,3.6,2012,3.2375,Fall
CS4290,QURESHIMOINUDDINK,CS4290,CS 4290,B,2012,"Qureshi, Moinuddin K",38,25,0,0,6,19,Small (10-20 Students),Undergraduate,3.27,2012,3.2375,Fall
CS4290,CONTETHOMASM.,CS4290,CS 4290,A,2013,"Conte, Thomas M.",23,39,13,3,6,16,Large (31-49 students),Undergraduate,2.81,2013,2.16,Spring
CS4290,KIMJONGMAN,CS4290,CS 4290,B,2013,"Kim, Jongman",50,0,0,0,50,0,Very Small (Fewer than 10 students),Undergraduate,2.0,2013,2.16,Spring
CS4290,RAILINGBRI,CS4290,CS 4290,A,2013,"Railing,Brian Paul",25,0,0,25,25,25,Very Small (Fewer than 10 students),Undergraduate,1.67,2013,2.16,Summer
CS3630,CHRISTENSENHENRIKISKOV,CS3630,CS 3630,A,2008,"Christensen, Henrik Iskov",42,42,10,0,0,6,Large (31-49 Students),Undergraduate,3.34,2008,3.34,Spring
CS3630,CHRISTENSENHENRIKISKOV,CS3630,CS 3630,A,2009,"Christensen, Henrik Iskov",68,26,6,0,0,0,Large (31-49 Students),Undergraduate,3.61,2009,3.61,Spring
CS3630,STILMANMICHAEL,CS3630,CS 3630,A,2010,"Stilman, Michael",48,23,18,0,0,13,Large (31-49 Students),Undergraduate,3.34,2010,3.34,Spring
CS3630,STILMANMICHAEL,CS3630,CS 3630,A,2011,"Stilman, Michael",27,57,10,0,0,6,Large (31-49 Students),Undergraduate,3.17,2011,3.17,Spring
CS3630,STILMANMICHAEL,CS3630,CS 3630,A,2012,"Stilman, Michael",36,40,10,0,0,14,Large (31-49 Students),Undergraduate,3.31,2012,3.31,Spring
CS3630,DELLAERTFRANK,CS3630,CS 3630,A,2013,"Dellaert, Frank",45,34,14,2,0,5,Very Large (50 students or more),Undergraduate,3.3,2013,3.3,Spring
CS4690,GRINTERREBECCAELIZABETH,CS4690,CS 4690,A,2008,"Grinter, Rebecca Elizabeth",39,43,4,0,4,4,Mid-Size (21-30 Students),Undergraduate,3.24,2008,3.24,Spring
CS4690,GRINTERREBECCAELIZABETH,CS4690,CS 4690,A,2009,"Grinter, Rebecca Elizabeth",25,50,0,13,0,13,Very Small (Fewer than 10 Students),Undergraduate,3.0,2009,3.5,Spring
CS4690,GRINTERREBECCAELIZABETH,CS4690,CS 4690,R,2009,"Grinter, Rebecca Elizabeth",100,0,0,0,0,0,Very Small (Fewer than 10 Students),Undergraduate,4.0,2009,3.5,Fall
CS4510,VENKATESWARANH,CS4510,CS 4510,A,2008,"Venkateswaran, H",38,33,5,0,5,19,Mid-Size (21-30 Students),Undergraduate,3.24,2008,3.24,Spring
CS4510,KALYANASUNDARAMSUBRAHMANYAM,CS4510,CS 4510,A,2010,"Kalyanasundaram, Subrahmanyam",45,25,15,0,5,10,Small (10-20 Students),Undergraduate,3.17,2010,3.17,Spring
CS4510,VENKATESWARANH,CS4510,CS 4510,A,2011,"Venkateswaran, H",46,24,14,0,5,11,Large (31-49 Students),Undergraduate,3.18,2011,3.18,Spring
CS4510,NAGARAJRAGHAVENDRAPRASAD,CS4510,CS 4510,A,2012,"Nagaraj Raghavendra, Prasad",27,35,31,4,4,0,Mid-Size (21-30 Students),Undergraduate,2.77,2012,2.77,Spring
CS4510,VENKATESWARANH,CS4510,CS 4510,A,2013,"Venkateswaran, H",54,15,19,4,4,4,Mid-size (21-30 students),Undergraduate,3.16,2013,3.16,Spring
CS1331,SWEATMONICA,CS1331,CS 1331,A1,2008,"Sweat, Monica",42,26,23,0,2,8,Very Large (50 Students or More),Undergraduate,3.14,2008,2.58375,Spring
CS1331,SWEATMONICA,CS1331,CS 1331,A2,2008,"Sweat, Monica",25,36,13,15,4,7,Very Large (50 Students or More),Undergraduate,2.71,2008,2.58375,Spring
CS1331,SWEATMONICA,CS1331,CS 1331,A3,2008,"Sweat, Monica",32,36,13,7,5,7,Very Large (50 Students or More),Undergraduate,2.88,2008,2.58375,Spring
CS1331,SWEATMONICA,CS1331,CS 1331,A4,2008,"Sweat, Monica",28,19,25,12,7,9,Very Large (50 Students or More),Undergraduate,2.54,2008,2.58375,Spring
CS1331,STASKOJOHNT,CS1331,CS 1331,A3,2008,"Stasko, John T",18,29,18,5,21,8,Large (31-49 Students),Undergraduate,2.2,2008,2.58375,Fall
CS1331,STASKOJOHNT,CS1331,CS 1331,A1,2008,"Stasko, John T",38,28,15,8,10,3,Large (31-49 Students),Undergraduate,2.77,2008,2.58375,Fall
CS1331,STASKOJOHNT,CS1331,CS 1331,A2,2008,"Stasko, John T",18,30,23,15,13,3,Large (31-49 Students),Undergraduate,2.26,2008,2.58375,Fall
CS1331,STASKOJOHNT,CS1331,CS 1331,A4,2008,"Stasko, John T",20,20,34,12,15,0,Large (31-49 Students),Undergraduate,2.17,2008,2.58375,Fall
CS1331,SWEATMONICA,CS1331,CS 1331,A5,2009,"Sweat, Monica",21,38,21,3,14,3,Mid-Size (21-30 Students),Undergraduate,2.5,2009,2.4522222222222223,Spring
CS1331,SWEATMONICA,CS1331,CS 1331,A1,2009,"Sweat, Monica",30,32,21,4,13,0,Very Large (50 Students or More),Undergraduate,2.62,2009,2.4522222222222223,Spring
CS1331,SWEATMONICA,CS1331,CS 1331,A3,2009,"Sweat, Monica",20,26,20,13,13,7,Very Large (50 Students or More),Undergraduate,2.3,2009,2.4522222222222223,Spring
CS1331,SWEATMONICA,CS1331,CS 1331,A4,2009,"Sweat, Monica",26,26,22,13,9,4,Very Large (50 Students or More),Undergraduate,2.48,2009,2.4522222222222223,Spring
CS1331,SWEATMONICA,CS1331,CS 1331,A2,2009,"Sweat, Monica",15,36,29,4,11,5,Very Large (50 Students or More),Undergraduate,2.42,2009,2.4522222222222223,Spring
CS1331,STASKOJOHNT,CS1331,CS 1331,A4,2009,"Stasko, John T",12,24,36,0,20,8,Mid-Size (21-30 Students),Undergraduate,2.09,2009,2.4522222222222223,Fall
CS1331,STASKOJOHNT,CS1331,CS 1331,A2,2009,"Stasko, John T",24,29,19,5,19,5,Large (31-49 Students),Undergraduate,2.35,2009,2.4522222222222223,Fall
CS1331,STASKOJOHNT,CS1331,CS 1331,A3,2009,"Stasko, John T",30,30,17,4,13,4,Large (31-49 Students),Undergraduate,2.64,2009,2.4522222222222223,Fall
CS1331,STASKOJOHNT,CS1331,CS 1331,A1,2009,"Stasko, John T",22,45,11,7,9,5,Very Large (50 Students or More),Undergraduate,2.67,2009,2.4522222222222223,Fall
CS1331,OMOJOKUNOLUFISAYOA,CS1331,CS 1331,B3,2010,"Omojokun, Olufisayo A",10,19,35,10,13,13,Large (31-49 Students),Undergraduate,2.04,2010,2.4430769230769234,Spring
CS1331,OMOJOKUNOLUFISAYOA,CS1331,CS 1331,B1,2010,"Omojokun, Olufisayo A",11,25,32,11,11,9,Large (31-49 Students),Undergraduate,2.15,2010,2.4430769230769234,Spring
CS1331,OMOJOKUNOLUFISAYOA,CS1331,CS 1331,B2,2010,"Omojokun, Olufisayo A",26,34,23,13,0,4,Large (31-49 Students),Undergraduate,2.76,2010,2.4430769230769234,Spring
CS1331,SWEATMONICA,CS1331,CS 1331,A3,2010,"Sweat, Monica",10,33,29,16,12,0,Large (31-49 Students),Undergraduate,2.12,2010,2.4430769230769234,Spring
CS1331,SWEATMONICA,CS1331,CS 1331,A1,2010,"Sweat, Monica",22,42,22,8,6,0,Very Large (50 Students or More),Undergraduate,2.66,2010,2.4430769230769234,Spring
CS1331,SWEATMONICA,CS1331,CS 1331,A2,2010,"Sweat, Monica",18,47,14,12,8,2,Very Large (50 Students or More),Undergraduate,2.56,2010,2.4430769230769234,Spring
CS1331,OMOJOKUNOLUFISAYOA,CS1331,CS 1331,A2,2010,"Omojokun, Olufisayo A",36,23,27,9,0,5,Mid-Size (21-30 Students),Undergraduate,2.9,2010,2.4430769230769234,Summer
CS1331,OMOJOKUNOLUFISAYOA,CS1331,CS 1331,A1,2010,"Omojokun, Olufisayo A",18,36,22,9,7,9,Large (31-49 Students),Undergraduate,2.54,2010,2.4430769230769234,Summer
CS1331,STASKOJOHNT,CS1331,CS 1331,A5,2010,"Stasko, John T",10,28,21,17,24,0,Mid-Size (21-30 Students),Undergraduate,1.83,2010,2.4430769230769234,Fall
CS1331,STASKOJOHNT,CS1331,CS 1331,A4,2010,"Stasko, John T",20,34,20,11,11,2,Large (31-49 Students),Undergraduate,2.42,2010,2.4430769230769234,Fall
CS1331,STASKOJOHNT,CS1331,CS 1331,A3,2010,"Stasko, John T",30,28,17,7,7,11,Large (31-49 Students),Undergraduate,2.78,2010,2.4430769230769234,Fall
CS1331,STASKOJOHNT,CS1331,CS 1331,A1,2010,"Stasko, John T",23,21,28,11,13,4,Large (31-49 Students),Undergraduate,2.33,2010,2.4430769230769234,Fall
CS1331,STASKOJOHNT,CS1331,CS 1331,A2,2010,"Stasko, John T",24,45,10,8,10,2,Large (31-49 Students),Undergraduate,2.67,2010,2.4430769230769234,Fall
CS1331,OMOJOKUNOLUFISAYOA,CS1331,CS 1331,B3,2011,"Omojokun, Olufisayo A",27,44,19,6,4,0,Large (31-49 Students),Undergraduate,2.83,2011,2.6428571428571423,Spring
CS1331,SWEATMONICA,CS1331,CS 1331,A3,2011,"Sweat, Monica",14,30,34,8,2,12,Very Large (50 Students or More),Undergraduate,2.52,2011,2.6428571428571423,Spring
CS1331,OMOJOKUNOLUFISAYOA,CS1331,CS 1331,B1,2011,"Omojokun, Olufisayo A",20,33,25,14,4,4,Very Large (50 Students or More),Undergraduate,2.53,2011,2.6428571428571423,Spring
CS1331,OMOJOKUNOLUFISAYOA,CS1331,CS 1331,B2,2011,"Omojokun, Olufisayo A",16,37,29,10,4,4,Very Large (50 Students or More),Undergraduate,2.53,2011,2.6428571428571423,Spring
CS1331,SWEATMONICA,CS1331,CS 1331,A1,2011,"Sweat, Monica",27,27,29,10,2,6,Very Large (50 Students or More),Undergraduate,2.71,2011,2.6428571428571423,Spring
CS1331,SWEATMONICA,CS1331,CS 1331,A2,2011,"Sweat, Monica",13,42,25,9,8,4,Very Large (50 Students or More),Undergraduate,2.45,2011,2.6428571428571423,Spring
CS1331,OMOJOKUNOLUFISAYOA,CS1331,CS 1331,A2,2011,"Omojokun, Olufisayo A",32,36,8,12,4,8,Mid-Size (21-30 Students),Undergraduate,2.87,2011,2.6428571428571423,Summer
CS1331,OMOJOKUNOLUFISAYOA,CS1331,CS 1331,A1,2011,"Omojokun, Olufisayo A",26,31,26,5,10,3,Large (31-49 Students),Undergraduate,2.58,2011,2.6428571428571423,Summer
CS1331,OMOJOKUNOLUFISAYOA,CS1331,CS 1331,B3,2011,"Omojokun, Olufisayo A",43,22,17,9,9,0,Mid-Size (21-30 Students),Undergraduate,2.83,2011,2.6428571428571423,Fall
CS1331,STASKOJOHNT,CS1331,CS 1331,A3,2011,"Stasko, John T",48,19,11,7,7,7,Mid-Size (21-30 Students),Undergraduate,3.0,2011,2.6428571428571423,Fall
CS1331,OMOJOKUNOLUFISAYOA,CS1331,CS 1331,B2,2011,"Omojokun, Olufisayo A",32,34,11,7,11,5,Large (31-49 Students),Undergraduate,2.71,2011,2.6428571428571423,Fall
CS1331,OMOJOKUNOLUFISAYOA,CS1331,CS 1331,B1,2011,"Omojokun, Olufisayo A",24,36,11,4,13,11,Large (31-49 Students),Undergraduate,2.6,2011,2.6428571428571423,Fall
CS1331,STASKOJOHNT,CS1331,CS 1331,A1,2011,"Stasko, John T",27,31,12,8,18,4,Large (31-49 Students),Undergraduate,2.4,2011,2.6428571428571423,Fall
CS1331,STASKOJOHNT,CS1331,CS 1331,A2,2011,"Stasko, John T",20,28,32,6,10,4,Very Large (50 Students or More),Undergraduate,2.44,2011,2.6428571428571423,Fall
CS1331,OMOJOKUNOLUFISAYOA,CS1331,CS 1331,B3,2012,"Omojokun, Olufisayo A",30,32,18,8,4,8,Very Large (50 Students or More),Undergraduate,2.83,2012,2.843125,Spring
CS1331,OMOJOKUNOLUFISAYOA,CS1331,CS 1331,B1,2012,"Omojokun, Olufisayo A",19,50,17,4,6,4,Very Large (50 Students or More),Undergraduate,2.76,2012,2.843125,Spring
CS1331,SWEATMONICA,CS1331,CS 1331,A2,2012,"Sweat, Monica",28,44,15,4,2,7,Very Large (50 Students or More),Undergraduate,3.0,2012,2.843125,Spring
CS1331,SWEATMONICA,CS1331,CS 1331,A3,2012,"Sweat, Monica",17,48,22,6,4,4,Very Large (50 Students or More),Undergraduate,2.71,2012,2.843125,Spring
CS1331,OMOJOKUNOLUFISAYOA,CS1331,CS 1331,B2,2012,"Omojokun, Olufisayo A",28,39,22,7,4,0,Very Large (50 Students or More),Undergraduate,2.8,2012,2.843125,Spring
CS1331,SWEATMONICA,CS1331,CS 1331,A1,2012,"Sweat, Monica",29,38,18,4,4,5,Very Large (50 Students or More),Undergraduate,2.92,2012,2.843125,Spring
CS1331,OMOJOKUNOLUFISAYOA,CS1331,CS 1331,A1,2012,"Omojokun, Olufisayo A",39,33,16,6,0,6,Large (31-49 Students),Undergraduate,3.11,2012,2.843125,Summer
CS1331,OMOJOKUNOLUFISAYOA,CS1331,CS 1331,A2,2012,"Omojokun, Olufisayo A",18,37,27,8,10,0,Large (31-49 Students),Undergraduate,2.45,2012,2.843125,Summer
CS1331,STASKOJOHNT,CS1331,CS 1331,A4,2012,"Stasko, John T",21,29,25,17,8,0,Mid-Size (21-30 Students),Undergraduate,2.38,2012,2.843125,Fall
CS1331,OMOJOKUNOLUFISAYOA,CS1331,CS 1331,B4,2012,"Omojokun, Olufisayo A",29,38,18,3,6,6,Large (31-49 Students),Undergraduate,2.88,2012,2.843125,Fall
CS1331,OMOJOKUNOLUFISAYOA,CS1331,CS 1331,B2,2012,"Omojokun, Olufisayo A",37,30,16,7,0,9,Large (31-49 Students),Undergraduate,3.08,2012,2.843125,Fall
CS1331,STASKOJOHNT,CS1331,CS 1331,A3,2012,"Stasko, John T",36,23,9,14,7,9,Large (31-49 Students),Undergraduate,2.77,2012,2.843125,Fall
CS1331,STASKOJOHNT,CS1331,CS 1331,A2,2012,"Stasko, John T",18,29,24,13,11,4,Large (31-49 Students),Undergraduate,2.3,2012,2.843125,Fall
CS1331,OMOJOKUNOLUFISAYOA,CS1331,CS 1331,B3,2012,"Omojokun, Olufisayo A",49,47,2,2,0,0,Large (31-49 Students),Undergraduate,3.42,2012,2.843125,Fall
CS1331,STASKOJOHNT,CS1331,CS 1331,A1,2012,"Stasko, John T",32,34,15,15,2,2,Large (31-49 Students),Undergraduate,2.8,2012,2.843125,Fall
CS1331,OMOJOKUNOLUFISAYOA,CS1331,CS 1331,B1,2012,"Omojokun, Olufisayo A",43,34,13,2,0,9,Large (31-49 Students),Undergraduate,3.28,2012,2.843125,Fall
CS1331,SIMPKINSCHRISTOPHERL,CS1331,CS 1331,A1,2013,"Simpkins, Christopher L",49,39,8,2,0,0,Very Large (50 students or more),Undergraduate,3.38,2013,2.8745454545454545,Spring
CS1331,SIMPKINSCHRISTOPHERL,CS1331,CS 1331,A2,2013,"Simpkins, Christopher L",33,43,14,4,4,0,Very Large (50 students or more),Undergraduate,3.0,2013,2.8745454545454545,Spring
CS1331,SIMPKINSCHRISTOPHERL,CS1331,CS 1331,A3,2013,"Simpkins, Christopher L",41,27,16,4,8,2,Large (31-49 students),Undergraduate,2.91,2013,2.8745454545454545,Spring
CS1331,SIMPKINSCHRISTOPHERL,CS1331,CS 1331,A4,2013,"Simpkins, Christopher L",14,28,17,7,24,3,Mid-size (21-30 students),Undergraduate,2.0,2013,2.8745454545454545,Spring
CS1331,SWEATMONICA,CS1331,CS 1331,B1,2013,"Sweat, Monica",30,42,18,0,2,2,Very Large (50 students or more),Undergraduate,3.07,2013,2.8745454545454545,Spring
CS1331,SWEATMONICA,CS1331,CS 1331,B2,2013,"Sweat, Monica",30,36,16,8,6,2,Very Large (50 students or more),Undergraduate,2.79,2013,2.8745454545454545,Spring
CS1331,SWEATMONICA,CS1331,CS 1331,B3,2013,"Sweat, Monica",36,46,12,6,0,0,Very Large (50 students or more),Undergraduate,3.12,2013,2.8745454545454545,Spring
CS1331,SWEATMONICA,CS1331,CS 1331,B4,2013,"Sweat, Monica",35,27,27,0,8,4,Large (31-49 students),Undergraduate,2.83,2013,2.8745454545454545,Spring
CS1331,SIMPKINSCH,CS1331,CS 1331,QUP,2013,"Simpkins,Christopher L",40,13,13,13,0,20,Small (10-20 Students),Undergraduate,3.0,2013,2.8745454545454545,Summer
CS1331,SIMPKINSCH,CS1331,CS 1331,A2,2013,"Simpkins,Christopher L",33,33,10,6,2,15,Large (31-49 Students),Undergraduate,3.05,2013,2.8745454545454545,Summer
CS1331,SIMPKINSCH,CS1331,CS 1331,A1,2013,"Simpkins,Christopher L",24,29,10,12,12,12,Large (31-49 Students),Undergraduate,2.47,2013,2.8745454545454545,Summer
CS1332,RAMASHWIN,CS1332,CS 1332,A2,2008,"Ram, Ashwin",32,6,6,15,15,26,Large (31-49 Students),Undergraduate,2.34,2008,2.518,Spring
CS1332,RAMASHWIN,CS1332,CS 1332,A1,2008,"Ram, Ashwin",22,22,17,8,12,20,Very Large (50 Students or More),Undergraduate,2.42,2008,2.518,Spring
CS1332,LEBANONGUY,CS1332,CS 1332,A3,2008,"Lebanon, Guy",26,32,22,4,12,4,Very Large (50 Students or More),Undergraduate,2.58,2008,2.518,Fall
CS1332,LEBANONGUY,CS1332,CS 1332,A2,2008,"Lebanon, Guy",22,30,26,4,11,7,Very Large (50 Students or More),Undergraduate,2.52,2008,2.518,Fall
CS1332,LEBANONGUY,CS1332,CS 1332,A1,2008,"Lebanon, Guy",28,32,18,7,7,9,Very Large (50 Students or More),Undergraduate,2.73,2008,2.518,Fall
CS1332,RAMASHWIN,CS1332,CS 1332,A3,2009,"Ram, Ashwin",17,22,17,4,13,26,Mid-Size (21-30 Students),Undergraduate,2.35,2009,2.8514285714285714,Spring
CS1332,RAMASHWIN,CS1332,CS 1332,A1,2009,"Ram, Ashwin",34,6,19,11,11,19,Large (31-49 Students),Undergraduate,2.53,2009,2.8514285714285714,Spring
CS1332,RAMASHWIN,CS1332,CS 1332,A2,2009,"Ram, Ashwin",32,19,6,6,21,15,Large (31-49 Students),Undergraduate,2.4,2009,2.8514285714285714,Spring
CS1332,SWEATMONICA,CS1332,CS 1332,A,2009,"Sweat, Monica",37,29,17,3,6,9,Large (31-49 Students),Undergraduate,2.97,2009,2.8514285714285714,Summer
CS1332,WATERSJR.ROBERTL,CS1332,CS 1332,A2,2009,"Waters Jr., Robert L",43,28,11,0,11,7,Large (31-49 Students),Undergraduate,3.0,2009,2.8514285714285714,Fall
CS1332,WATERSJR.ROBERTL,CS1332,CS 1332,A1,2009,"Waters Jr., Robert L",40,29,13,4,6,8,Large (31-49 Students),Undergraduate,3.0,2009,2.8514285714285714,Fall
CS1332,WATERSJR.ROBERTL,CS1332,CS 1332,A3,2009,"Waters Jr., Robert L",67,14,2,2,0,14,Large (31-49 Students),Undergraduate,3.71,2009,2.8514285714285714,Fall
CS1332,RAMASHWIN,CS1332,CS 1332,A3,2010,"Ram, Ashwin",32,15,26,6,21,0,Large (31-49 Students),Undergraduate,2.32,2010,2.892222222222222,Spring
CS1332,RAMASHWIN,CS1332,CS 1332,A1,2010,"Ram, Ashwin",36,26,15,10,3,10,Large (31-49 Students),Undergraduate,2.91,2010,2.892222222222222,Spring
CS1332,RAMASHWIN,CS1332,CS 1332,A2,2010,"Ram, Ashwin",24,17,33,6,6,15,Very Large (50 Students or More),Undergraduate,2.57,2010,2.892222222222222,Spring
CS1332,SWEATMONICA,CS1332,CS 1332,A2,2010,"Sweat, Monica",33,33,0,0,0,33,Very Small (Fewer than 10 Students),Undergraduate,3.5,2010,2.892222222222222,Summer
CS1332,SWEATMONICA,CS1332,CS 1332,A1,2010,"Sweat, Monica",53,21,9,2,9,6,Large (31-49 Students),Undergraduate,3.16,2010,2.892222222222222,Summer
CS1332,SWEATMONICA,CS1332,CS 1332,A4,2010,"Sweat, Monica",21,53,15,0,3,9,Large (31-49 Students),Undergraduate,2.97,2010,2.892222222222222,Fall
CS1332,SWEATMONICA,CS1332,CS 1332,A2,2010,"Sweat, Monica",18,38,20,2,4,18,Large (31-49 Students),Undergraduate,2.76,2010,2.892222222222222,Fall
CS1332,SWEATMONICA,CS1332,CS 1332,A3,2010,"Sweat, Monica",25,40,13,6,0,17,Large (31-49 Students),Undergraduate,3.0,2010,2.892222222222222,Fall
CS1332,SWEATMONICA,CS1332,CS 1332,A1,2010,"Sweat, Monica",37,27,10,8,8,10,Large (31-49 Students),Undergraduate,2.84,2010,2.892222222222222,Fall
CS1332,RAMASHWIN,CS1332,CS 1332,A4,2011,"Ram, Ashwin",45,30,10,5,0,10,Small (10-20 Students),Undergraduate,3.28,2011,3.0159999999999996,Spring
CS1332,RAMASHWIN,CS1332,CS 1332,A2,2011,"Ram, Ashwin",24,35,24,9,3,6,Large (31-49 Students),Undergraduate,2.72,2011,3.0159999999999996,Spring
CS1332,RAMASHWIN,CS1332,CS 1332,A3,2011,"Ram, Ashwin",35,38,9,9,6,3,Large (31-49 Students),Undergraduate,2.91,2011,3.0159999999999996,Spring
CS1332,RAMASHWIN,CS1332,CS 1332,A1,2011,"Ram, Ashwin",41,24,16,4,6,8,Large (31-49 Students),Undergraduate,2.98,2011,3.0159999999999996,Spring
CS1332,SWEATMONICA,CS1332,CS 1332,A2,2011,"Sweat, Monica",22,30,7,19,11,11,Mid-Size (21-30 Students),Undergraduate,2.38,2011,3.0159999999999996,Summer
CS1332,SWEATMONICA,CS1332,CS 1332,A1,2011,"Sweat, Monica",22,36,25,8,0,8,Large (31-49 Students),Undergraduate,2.79,2011,3.0159999999999996,Summer
CS1332,WATERSJRROBERTL,CS1332,CS 1332,A4,2011,"Waters Jr, Robert L",38,26,10,10,0,15,Large (31-49 Students),Undergraduate,3.09,2011,3.0159999999999996,Fall
CS1332,WATERSJRROBERTL,CS1332,CS 1332,A1,2011,"Waters Jr, Robert L",59,14,14,4,2,6,Large (31-49 Students),Undergraduate,3.33,2011,3.0159999999999996,Fall
CS1332,WATERSJRROBERTL,CS1332,CS 1332,A2,2011,"Waters Jr, Robert L",35,29,8,2,4,22,Large (31-49 Students),Undergraduate,3.13,2011,3.0159999999999996,Fall
CS1332,WATERSJRROBERTL,CS1332,CS 1332,A3,2011,"Waters Jr, Robert L",68,12,12,2,0,6,Very Large (50 Students or More),Undergraduate,3.55,2011,3.0159999999999996,Fall
CS1332,SMITHDAVIDM,CS1332,CS 1332,A2,2012,"Smith, David M",33,20,20,4,4,18,Large (31-49 Students),Undergraduate,2.89,2012,2.975454545454546,Spring
CS1332,SMITHDAVIDM,CS1332,CS 1332,A1,2012,"Smith, David M",46,17,17,10,2,8,Large (31-49 Students),Undergraduate,3.02,2012,2.975454545454546,Spring
CS1332,SMITHDAVIDM,CS1332,CS 1332,A4,2012,"Smith, David M",48,31,13,4,2,2,Large (31-49 Students),Undergraduate,3.21,2012,2.975454545454546,Spring
CS1332,SMITHDAVIDM,CS1332,CS 1332,A3,2012,"Smith, David M",46,20,12,4,10,8,Very Large (50 Students or More),Undergraduate,2.96,2012,2.975454545454546,Spring
CS1332,WATERSJRROBERTL,CS1332,CS 1332,A2,2012,"Waters Jr, Robert L",55,30,10,0,5,0,Small (10-20 Students),Undergraduate,3.3,2012,2.975454545454546,Summer
CS1332,WATERSJRROBERTL,CS1332,CS 1332,A1,2012,"Waters Jr, Robert L",54,35,2,2,7,0,Large (31-49 Students),Undergraduate,3.28,2012,2.975454545454546,Summer
CS1332,SMITHDAVIDM,CS1332,CS 1332,A5,2012,"Smith, David M",40,13,18,11,4,13,Large (31-49 Students),Undergraduate,2.85,2012,2.975454545454546,Fall
CS1332,SMITHDAVIDM,CS1332,CS 1332,A4,2012,"Smith, David M",40,29,21,0,2,8,Large (31-49 Students),Undergraduate,3.14,2012,2.975454545454546,Fall
CS1332,SMITHDAVIDM,CS1332,CS 1332,A1,2012,"Smith, David M",38,26,18,10,2,6,Very Large (50 Students or More),Undergraduate,2.94,2012,2.975454545454546,Fall
CS1332,SMITHDAVIDM,CS1332,CS 1332,A2,2012,"Smith, David M",25,29,22,16,8,0,Very Large (50 Students or More),Undergraduate,2.49,2012,2.975454545454546,Fall
CS1332,SMITHDAVIDM,CS1332,CS 1332,A3,2012,"Smith, David M",27,29,22,8,8,6,Very Large (50 Students or More),Undergraduate,2.65,2012,2.975454545454546,Fall
CS1332,SMITHDAVIDM,CS1332,CS 1332,A1,2013,"Smith, David M",12,31,29,19,6,4,Very Large (50 students or more),Undergraduate,2.24,2013,2.60625,Spring
CS1332,SMITHDAVIDM,CS1332,CS 1332,A2,2013,"Smith, David M",25,33,17,8,13,4,Very Large (50 students or more),Undergraduate,2.5,2013,2.60625,Spring
CS1332,SMITHDAVIDM,CS1332,CS 1332,A3,2013,"Smith, David M",27,27,16,12,8,10,Very Large (50 students or more),Undergraduate,2.61,2013,2.60625,Spring
CS1332,SMITHDAVIDM,CS1332,CS 1332,A4,2013,"Smith, David M",37,16,20,10,8,8,Large (31-49 students),Undergraduate,2.69,2013,2.60625,Spring
CS1332,SMITHDAVIDM,CS1332,CS 1332,A5,2013,"Smith, David M",32,19,19,11,13,6,Large (31-49 students),Undergraduate,2.5,2013,2.60625,Spring
CS1332,SMITHDAVID,CS1332,CS 1332,QUP,2013,"Smith,David M",43,0,0,29,0,29,Very Small (Fewer than 10 students),Undergraduate,2.8,2013,2.60625,Summer
CS1332,SMITHDAVID,CS1332,CS 1332,A1,2013,"Smith,David M",20,27,16,11,7,18,Large (31-49 Students),Undergraduate,2.53,2013,2.60625,Summer
CS1332,SMITHDAVID,CS1332,CS 1332,A2,2013,"Smith,David M",43,18,32,0,5,2,Large (31-49 Students),Undergraduate,2.98,2013,2.60625,Summer
CS4455,COLEMANMARIBETHGANDY,CS4455,CS 4455,B,2008,"Coleman, Maribeth Gandy",48,29,14,0,0,10,Mid-Size (21-30 Students),Undergraduate,3.37,2008,3.6799999999999997,Spring
CS4455,COLEMANMARIBETHGANDY,CS4455,CS 4455,A,2008,"Coleman, Maribeth Gandy",72,17,0,0,0,6,Small (10-20 Students),Undergraduate,3.81,2008,3.6799999999999997,Summer
