Course,Year,GPA
CS 4480,2002.0,3.84
CS 4480,2003.0,3.95
CS 4480,2004.0,3.83
CS 4480,2005.0,3.96
CS 4480,2006.0,3.77
CS 4480,2007.0,3.68
CS 4480,2008.0,3.95
CS 4480,2009.0,3.73
CS 4480,2010.0,3.72
CS 4480,2011.0,3.42
CS 7646,2011.0,3.98
CS 7646,2012.0,3.88
CS 3240,2005.0,2.85
CS 3240,2006.0,3.11
CS 3240,2007.0,2.96
CS 3240,2008.0,2.9466666666666668
CS 3240,2009.0,2.8200000000000003
CS 3240,2010.0,2.775
CS 3240,2011.0,2.92
CS 3240,2012.0,2.98
CS 3240,2013.0,3.04
CS 4210,1999.0,3.29
CS 4210,2000.0,2.83
CS 4210,2001.0,2.885
CS 4210,2002.0,2.965
CS 4210,2003.0,3.3
CS 4210,2004.0,2.91
CS 4210,2005.0,2.875
CS 4210,2006.0,3.25
CS 4210,2008.0,2.97
CS 4210,2009.0,2.625
CS 4210,2011.0,3.75
CS 4210,2012.0,3.0
CS 6235,2001.0,3.48
CS 6235,2003.0,4.0
CS 6235,2004.0,3.85
CS 6235,2005.0,3.9699999999999998
CS 6235,2006.0,3.98
CS 6235,2007.0,3.97
CS 6235,2008.0,3.95
CS 6235,2009.0,3.72
CS 6235,2010.0,3.94
CS 6235,2011.0,3.92
CS 6235,2012.0,3.77
CS 6236,2000.0,3.25
CS 6236,2002.0,3.62
CS 6236,2003.0,3.67
CS 6236,2005.0,3.5
CS 6236,2007.0,3.49
CS 4290,1999.0,3.33
CS 4290,2000.0,3.71
CS 4290,2001.0,3.38
CS 4290,2003.0,3.78
CS 4290,2004.0,3.75
CS 4290,2005.0,2.17
CS 4290,2006.0,3.8
CS 4290,2009.0,2.9
CS 4290,2010.0,3.29
CS 4290,2011.0,3.125
CS 4290,2012.0,3.2375
CS 4290,2013.0,2.16
CS 6500,2000.0,2.48
CS 6500,2001.0,3.28
CS 6262,2002.0,3.895
CS 6262,2003.0,3.57
CS 6262,2004.0,3.76
CS 6262,2005.0,3.74
CS 6262,2006.0,3.76
CS 6262,2007.0,3.625
CS 6262,2008.0,3.65
CS 6262,2009.0,3.1766666666666663
CS 6262,2010.0,3.5759999999999996
CS 6262,2011.0,3.3666666666666667
CS 6262,2012.0,3.665
CS 6262,2013.0,3.3766666666666665
CS 6290,1999.0,3.79
CS 6290,2000.0,3.38
CS 6290,2001.0,3.75
CS 6290,2003.0,3.61
CS 6290,2004.0,3.54
CS 6290,2005.0,3.31
CS 6290,2006.0,3.4850000000000003
CS 6290,2007.0,3.43
CS 6290,2008.0,3.026666666666667
CS 6290,2009.0,3.048
CS 6290,2010.0,3.3200000000000003
CS 6290,2011.0,3.395
CS 6290,2012.0,3.665
CS 6290,2013.0,3.6300000000000003
CS 3630,2006.0,3.68
CS 3630,2007.0,3.775
CS 3630,2008.0,3.34
CS 3630,2009.0,3.61
CS 3630,2010.0,3.34
CS 3630,2011.0,3.17
CS 3630,2012.0,3.31
CS 3630,2013.0,3.3
CS 6238,2003.0,3.26
CS 6238,2004.0,3.36
CS 6238,2005.0,3.41
CS 6238,2006.0,3.15
CS 6238,2007.0,3.1
CS 6238,2008.0,3.39
CS 6238,2009.0,3.17
CS 6238,2010.0,3.42
CS 6238,2011.0,3.24
CS 6238,2012.0,3.2466666666666666
CS 6238,2013.0,3.14
CS 2130,2000.0,2.1849999999999996
CS 2130,2001.0,2.0264
CS 2130,2002.0,2.1132142857142857
CS 2130,2003.0,2.4155999999999995
CS 2130,2004.0,2.57
CS 4690,2007.0,3.58
CS 4690,2008.0,3.24
CS 4690,2009.0,3.5
CS 7496,2000.0,3.92
CS 7496,2002.0,3.75
CS 7496,2003.0,3.47
CS 7496,2004.0,3.82
CS 7496,2006.0,3.78
CS 7496,2008.0,3.92
CS 7496,2009.0,3.455
CS 7496,2011.0,4.0
CS 7495,1999.0,3.67
CS 7495,2000.0,3.6
CS 7495,2001.0,3.67
CS 7495,2002.0,4.0
CS 7495,2003.0,4.0
CS 7495,2004.0,3.75
CS 7495,2005.0,3.86
CS 7495,2006.0,3.68
CS 7495,2007.0,3.75
CS 7495,2008.0,3.7
CS 7495,2009.0,3.78
CS 7495,2010.0,3.88
CS 7495,2011.0,3.76
CS 7495,2012.0,3.5
CS 4510,2005.0,3.14
CS 4510,2006.0,3.45
CS 4510,2007.0,3.67
CS 4510,2008.0,3.24
CS 4510,2010.0,3.17
CS 4510,2011.0,3.18
CS 4510,2012.0,2.77
CS 4510,2013.0,3.16
CS 6780,2000.0,4.0
CS 6780,2002.0,3.33
CS 6780,2003.0,3.0
CS 6780,2005.0,3.5
CS 7491,2002.0,3.8
CS 7491,2004.0,3.82
CS 7491,2006.0,3.71
CS 7491,2008.0,3.73
CS 7490,2001.0,3.9
CS 7490,2002.0,3.71
CS 7490,2003.0,4.0
CS 7490,2004.0,4.0
CS 7490,2005.0,4.0
CS 7490,2006.0,3.87
CS 7490,2007.0,3.95
CS 7490,2010.0,3.91
CS 7490,2012.0,4.0
CS 4452,2004.0,3.67
CS 4452,2005.0,3.0
CS 1331,2006.0,2.1433333333333335
CS 1331,2007.0,2.8499999999999996
CS 1331,2008.0,2.58375
CS 1331,2009.0,2.4522222222222223
CS 1331,2010.0,2.4430769230769234
CS 1331,2011.0,2.6428571428571423
CS 1331,2012.0,2.843125
CS 1331,2013.0,2.8745454545454545
CS 1332,2006.0,3.206666666666667
CS 1332,2007.0,2.906
CS 1332,2008.0,2.518
CS 1332,2009.0,2.8514285714285714
CS 1332,2010.0,2.892222222222222
CS 1332,2011.0,3.0159999999999996
CS 1332,2012.0,2.975454545454546
CS 1332,2013.0,2.60625
CS 4451,1999.0,2.73
CS 4451,2000.0,3.0
CS 4451,2001.0,3.28
CS 4451,2002.0,3.2750000000000004
CS 4451,2003.0,3.215
CS 4451,2004.0,3.21
CS 4451,2005.0,2.995
CS 4451,2006.0,3.175
CS 4455,2000.0,3.57
CS 4455,2001.0,3.48
CS 4455,2002.0,3.47
CS 4455,2003.0,3.39
CS 4455,2004.0,3.35
CS 4455,2005.0,3.1900000000000004
CS 4455,2006.0,3.76
CS 4455,2007.0,3.79
CS 4455,2008.0,3.6799999999999997
CS 4455,2009.0,3.4033333333333338
CS 4455,2010.0,3.703333333333333
CS 4455,2011.0,3.75
CS 4455,2012.0,3.67
CS 4455,2013.0,3.92
CS 7467,2001.0,4.0
CS 7467,2003.0,3.64
CS 7467,2006.0,3.86
CS 2804,2012.0,3.88
CS 2804,2013.0,3.4
CS 2803,1999.0,2.9433333333333334
CS 2803,2000.0,3.0
CS 2803,2011.0,2.96
CS 2803,2012.0,3.52
CS 2803,2013.0,3.93
CS 4365,2007.0,1.33
CS 4365,2008.0,4.0
CS 4365,2009.0,4.0
CS 4365,2010.0,3.94
CS 4365,2011.0,3.73
CS 4365,2012.0,3.3
CS 4365,2013.0,3.78
CS 2801,2000.0,2.33
CS 2801,2001.0,3.5
CS 2801,2009.0,3.79
CS 2801,2010.0,3.457142857142857
CS 2801,2011.0,3.7233333333333327
CS 2801,2012.0,3.9633333333333334
CS 2801,2013.0,4.0
CS 8030,1999.0,4.0
CS 8030,2000.0,3.335
CS 8030,2001.0,4.0
CS 8030,2002.0,4.0
CS 8030,2003.0,4.0
CSE 8803,2008.0,3.7133333333333334
CSE 8803,2009.0,3.0
CSE 8803,2010.0,3.5700000000000003
CSE 8803,2011.0,3.4800000000000004
CSE 8803,2012.0,3.7560000000000002
CSE 8803,2013.0,4.0
CS 6320,2000.0,3.78
CS 6320,2003.0,4.0
CSE 8903,2008.0,4.0
CSE 8903,2009.0,3.975
CSE 8903,2010.0,3.8043478260869565
CSE 8903,2011.0,3.9444444444444446
CSE 8903,2012.0,3.970869565217391
CSE 8903,2013.0,3.9375
CS 4220,2000.0,3.96
CS 4220,2001.0,3.67
CS 4220,2002.0,3.86
CS 4220,2004.0,3.89
CS 4220,2005.0,3.775
CS 4220,2006.0,4.0
CS 4220,2007.0,4.0
CS 4220,2008.0,4.0
CS 4220,2009.0,3.0
CS 4220,2010.0,2.0
CS 4220,2011.0,4.0
CS 4220,2012.0,1.33
CS 4731,2007.0,3.45
CS 4731,2008.0,3.11
CS 4731,2010.0,3.75
CS 4731,2011.0,2.89
CS 4731,2012.0,3.1950000000000003
CS 4731,2013.0,3.4050000000000002
CS 4225,2009.0,3.5
CS 4225,2010.0,3.56
CS 4225,2011.0,3.13
CS 4225,2012.0,3.67
CS 4225,2013.0,2.92
CS 2200,1999.0,2.09
CS 2200,2000.0,2.44
CS 2200,2001.0,2.2966666666666664
CS 2200,2002.0,2.436
CS 2200,2003.0,2.424
CS 2200,2004.0,2.634
CS 2200,2005.0,2.7075
CS 2200,2006.0,2.6025
CS 2200,2007.0,2.873333333333333
CS 2200,2008.0,2.72
CS 2200,2009.0,2.7624999999999997
CS 2200,2010.0,2.66
CS 2200,2011.0,2.8749999999999996
CS 2200,2012.0,2.84
CS 2200,2013.0,2.8099999999999996
CS 6035,2011.0,3.4266666666666663
CS 6035,2012.0,4.0
CSE 6241,2008.0,3.27
CSE 6241,2010.0,3.45
CSE 6241,2011.0,3.2
CS 7641,2003.0,3.71
CS 7641,2004.0,3.75
CS 7641,2005.0,3.66
CS 7641,2006.0,3.77
CS 7641,2007.0,3.7
CS 7641,2008.0,3.66
CS 7641,2009.0,3.66
CS 7641,2010.0,3.48
CS 7641,2011.0,3.223333333333333
CS 7641,2012.0,3.646666666666667
CS 3743,2012.0,4.0
CS 4649,2011.0,3.67
CS 4649,2012.0,3.38
CS 2699,2004.0,4.0
CS 2699,2005.0,4.0
CS 2699,2006.0,4.0
CS 2699,2007.0,4.0
CS 2699,2008.0,3.2222222222222223
CS 2699,2009.0,3.9255555555555555
CS 2699,2010.0,3.764705882352941
CS 2699,2011.0,3.8636363636363638
CS 2699,2012.0,3.888888888888889
CS 2699,2013.0,4.0
CS 7110,2001.0,3.75
CS 7110,2002.0,4.0
CS 7649,2011.0,3.67
CS 7649,2012.0,3.89
CSE 6740,2008.0,3.83
CSE 6740,2009.0,3.8899999999999997
CSE 6740,2010.0,2.94
CSE 6740,2011.0,3.3
CSE 6740,2012.0,3.2916666666666665
CS 4911,2005.0,3.5949999999999998
CS 4911,2006.0,3.6980000000000004
CS 4911,2007.0,3.6379999999999995
CS 4911,2008.0,3.668333333333333
CS 4911,2009.0,3.685
CS 4911,2010.0,3.9025000000000007
CS 4911,2011.0,3.7344444444444442
CS 4911,2012.0,3.8533333333333335
CS 4911,2013.0,3.9675000000000002
CS 4500,2000.0,3.71
CS 4500,2002.0,3.25
CS 4500,2003.0,3.07
CS 7560,2013.0,3.36
CS 7520,2002.0,4.0
CS 7520,2005.0,3.75
CS 7520,2008.0,3.76
CS 7520,2010.0,3.82
CS 7520,2011.0,3.78
CS 6430,2003.0,4.0
CS 6430,2011.0,4.0
CS 7637,2011.0,3.58
CS 7637,2012.0,4.0
CS 4052,2013.0,4.0
CS 3750,2006.0,3.15
CS 3750,2007.0,3.4520000000000004
CS 3750,2008.0,3.2975000000000003
CS 3750,2009.0,3.5475000000000003
CS 3750,2010.0,3.2359999999999998
CS 3750,2011.0,3.2150000000000003
CS 3750,2012.0,3.475
CS 3750,2013.0,3.2175000000000002
CS 4550,2007.0,4.0
CS 4420,2000.0,2.72
CS 4420,2001.0,2.53
CS 4420,2002.0,2.71
CS 4420,2003.0,3.48
CS 4420,2004.0,3.4
CS 4420,2005.0,3.43
CS 4420,2006.0,2.97
CS 4420,2007.0,3.52
CS 4420,2008.0,2.06
CS 4420,2009.0,2.62
CS 4420,2010.0,3.46
CS 4420,2011.0,3.35
CS 4420,2012.0,2.87
CS 4420,2013.0,3.74
CS 2050,2011.0,2.9614285714285713
CS 2050,2012.0,2.841111111111111
CS 2050,2013.0,3.05
CS 2051,2012.0,3.58
CS 2051,2013.0,3.8
CSE 6140,2008.0,2.96
CSE 6140,2009.0,3.486666666666667
CSE 6140,2010.0,3.63
CSE 6140,2011.0,3.1
CSE 6140,2012.0,3.65
CS 6725,2002.0,3.82
CS 6725,2003.0,3.45
CS 6725,2005.0,3.78
CS 6725,2006.0,3.56
CS 6725,2007.0,3.675
CS 6725,2008.0,3.48
CS 6725,2009.0,3.67
CS 6725,2010.0,3.48
CS 6725,2011.0,3.29
CS 6725,2012.0,3.735
CS 6725,2013.0,3.675
CS 4642,2009.0,2.766666666666667
CS 4642,2010.0,2.5149999999999997
CS 4642,2011.0,2.8049999999999997
CS 4642,2012.0,3.0666666666666664
CS 4642,2013.0,2.67
CS 4641,2003.0,3.0
CS 4641,2005.0,3.35
CS 4641,2006.0,2.83
CS 4641,2007.0,3.47
CS 4641,2008.0,3.33
CS 4641,2009.0,3.5
CS 4641,2010.0,3.46
CS 4641,2011.0,3.22
CS 4641,2012.0,3.4050000000000002
CS 4641,2013.0,3.533333333333333
CS 4640,2000.0,3.58
CS 4640,2002.0,3.36
CS 4335,2009.0,2.88
CS 4335,2010.0,3.27
CS 4335,2011.0,3.25
CS 4335,2012.0,3.58
CS 4335,2013.0,3.69
CS 6999,2011.0,3.870967741935484
CS 6999,2012.0,3.9407894736842106
CS 6999,2013.0,3.9357142857142855
CS 3101,2009.0,4.0
CS 3101,2010.0,4.0
CS 3101,2011.0,4.0
CS 3451,2006.0,2.855
CS 3451,2007.0,2.8600000000000003
CS 3451,2008.0,3.09
CS 3451,2009.0,2.925
CS 3451,2010.0,2.835
CS 3451,2011.0,2.8049999999999997
CS 3451,2012.0,2.9133333333333336
CS 3451,2013.0,2.38
CS 4330,1999.0,2.68
CS 4330,2000.0,3.38
CS 4330,2001.0,3.92
CS 4330,2002.0,3.75
CS 4330,2003.0,3.21
CS 4330,2004.0,3.64
CS 4330,2005.0,3.14
CS 4330,2006.0,3.0
CS 4330,2007.0,3.14
CS 4330,2008.0,3.29
CS 4330,2009.0,3.43
CS 4330,2010.0,2.0
CS 1312,1999.0,2.5262499999999997
CS 1312,2000.0,2.8251250000000008
CS 1312,2001.0,3.2295652173913045
CSE 8999,2010.0,4.0
CSE 8999,2011.0,3.75
CSE 8999,2012.0,3.8333333333333335
CS 1311,1999.0,2.5448888888888894
CS 1311,2000.0,2.5623846153846155
CS 1311,2001.0,2.432444444444444
CS 1316,2005.0,3.65
CS 1316,2006.0,3.373333333333333
CS 1316,2007.0,3.263333333333333
CS 1316,2008.0,2.8344444444444448
CS 1316,2009.0,2.83125
CS 1316,2010.0,2.7533333333333334
CS 1316,2011.0,3.17
CS 1316,2012.0,3.29
CS 1316,2013.0,3.4
CS 6456,2000.0,3.54
CS 6456,2001.0,3.5
CS 6456,2002.0,3.59
CS 6456,2003.0,3.58
CS 6456,2004.0,3.5
CS 6456,2006.0,3.88
CS 6456,2007.0,3.2199999999999998
CS 6456,2008.0,3.77
CS 6456,2009.0,3.75
CS 6456,2010.0,3.69
CS 6456,2011.0,3.9
CS 6456,2012.0,3.69
CS 1315,2003.0,3.03
CS 1315,2004.0,3.1811111111111114
CS 1315,2005.0,2.7693333333333334
CS 1315,2006.0,2.9323529411764713
CS 1315,2007.0,3.038888888888889
CS 1315,2008.0,2.8200000000000003
CS 1315,2009.0,2.9964705882352938
CS 1315,2010.0,2.631666666666666
CS 1315,2011.0,2.9733333333333336
CS 1315,2012.0,3.076111111111111
CS 1315,2013.0,3.272727272727273
CS 2340,2000.0,3.0833333333333335
CS 2340,2001.0,2.9875
CS 2340,2002.0,3.0533333333333332
CS 2340,2003.0,3.1
CS 2340,2004.0,2.953333333333333
CS 2340,2005.0,2.81
CS 2340,2006.0,3.045
CS 2340,2007.0,3.51
CS 2340,2008.0,3.39
CS 2340,2009.0,3.5366666666666666
CS 2340,2010.0,3.703333333333333
CS 2340,2011.0,3.84
CS 2340,2012.0,3.876666666666667
CS 2340,2013.0,3.715
CS 2110,2004.0,2.6183333333333336
CS 2110,2005.0,2.491
CS 2110,2006.0,2.4955555555555557
CS 2110,2007.0,2.514444444444445
CS 2110,2008.0,2.4457142857142857
CS 2110,2009.0,2.8419999999999996
CS 2110,2010.0,2.5420000000000003
CS 2110,2011.0,2.3654545454545453
CS 2110,2012.0,2.6493333333333333
CS 2110,2013.0,2.838888888888889
CS 6457,2012.0,4.0
CS 6457,2013.0,4.0
CS 3220,2000.0,3.64
CS 3220,2001.0,3.5
CS 3220,2002.0,2.5
CS 3220,2005.0,3.44
CS 3220,2008.0,3.15
CS 3220,2010.0,3.13
CS 3220,2011.0,2.925
CS 3220,2013.0,3.7
CS 4901,2003.0,3.9705882352941178
CS 4901,2006.0,4.0
CS 4901,2007.0,3.75
CS 4901,2008.0,3.61
CS 4901,2009.0,3.7175000000000002
CS 4901,2010.0,3.313333333333333
CS 4901,2011.0,3.4675
CS 4901,2012.0,3.6525
CS 4901,2013.0,3.145
CS 4903,1999.0,3.847142857142857
CS 4903,2000.0,3.797407407407407
CS 4903,2001.0,3.8947540983606554
CS 4903,2002.0,3.787027027027028
CS 4903,2003.0,3.808947368421052
CS 4903,2004.0,3.8786792452830183
CS 4903,2005.0,3.8860526315789476
CS 4903,2006.0,3.7916666666666665
CS 4903,2007.0,3.9444444444444446
CS 4903,2008.0,3.9545454545454546
CS 4903,2009.0,3.8035714285714284
CS 4903,2010.0,4.0
CS 4903,2011.0,4.0
CS 4903,2012.0,3.8333333333333335
CS 4903,2013.0,4.0
CS 7470,2000.0,3.57
CS 7470,2001.0,3.0
CS 7470,2003.0,3.75
CS 7470,2004.0,3.91
CS 7470,2006.0,3.8600000000000003
CS 7470,2007.0,3.66
CS 7470,2008.0,3.62
CS 7470,2009.0,3.88
CS 7470,2010.0,3.84
CS 7470,2011.0,3.76
CS 7470,2013.0,3.93
CS 7636,2003.0,4.0
CS 7636,2004.0,3.71
CS 7635,2002.0,3.69
CS 7634,2011.0,3.36
CS 4980,2005.0,3.555333333333333
CS 4980,2006.0,3.92
CS 4980,2007.0,3.946153846153846
CS 4980,2008.0,3.7857142857142856
CS 4980,2009.0,3.8333333333333335
CS 4980,2010.0,3.8947368421052633
CS 4980,2011.0,3.9166666666666665
CS 4980,2012.0,4.0
CS 4980,2013.0,4.0
CS 6998,2012.0,3.875
CS 6998,2013.0,3.7670000000000003
CS 7631,2008.0,3.95
CS 7631,2010.0,3.9433333333333334
CS 7631,2012.0,3.585
CS 7630,2000.0,3.67
CS 7630,2003.0,3.8
CS 7630,2007.0,3.67
CS 7630,2008.0,3.52
CS 7630,2012.0,3.62
CS 7630,2013.0,3.72
CS 7530,2001.0,4.0
CS 7530,2004.0,3.7
CS 7530,2006.0,4.0
CS 7530,2007.0,3.73
CS 7530,2009.0,3.91
CS 7530,2010.0,3.585
CS 7530,2012.0,3.5
CS 6440,2012.0,4.0
CS 6440,2013.0,3.96
CS 7613,2003.0,3.6
CS 7613,2005.0,3.8
CS 4632,2005.0,3.95
CS 4632,2006.0,3.94
CS 4632,2007.0,3.0
CS 4632,2008.0,3.78
CS 4632,2010.0,4.0
CS 8893,2007.0,3.87
CS 8893,2010.0,3.9
CS 8893,2012.0,3.88
CS 4630,2000.0,3.8
CS 4630,2002.0,4.0
CS 4631,2003.0,3.81
CS 4631,2004.0,3.65
CS 6210,1999.0,3.48
CS 6210,2000.0,3.245
CS 6210,2001.0,3.285
CS 6210,2002.0,3.385
CS 6210,2003.0,3.4699999999999998
CS 6210,2004.0,3.5300000000000002
CS 6210,2005.0,3.315
CS 6210,2006.0,3.545
CS 6210,2007.0,3.3633333333333333
CS 6210,2008.0,3.4333333333333336
CS 6210,2009.0,3.09
CS 6210,2010.0,3.455
CS 6210,2011.0,3.26
CS 6210,2012.0,3.1799999999999997
CS 6210,2013.0,3.47
CS 3500,1999.0,2.1233333333333335
CS 3500,2000.0,2.486666666666667
CS 3500,2001.0,2.3233333333333333
CS 3500,2002.0,2.271666666666667
CS 3500,2003.0,2.5814285714285714
CS 3500,2004.0,2.8099999999999996
CS 4342,2005.0,3.33
CS 4342,2008.0,3.33
CS 4343,2009.0,3.8
CS 4343,2010.0,4.0
CS 4343,2011.0,4.0
CS 4343,2012.0,4.0
CS 4343,2013.0,4.0
CS 6480,1999.0,3.71
CS 6480,2000.0,3.45
CS 6480,2001.0,3.67
CSE 6220,2008.0,3.5300000000000002
CSE 6220,2009.0,4.0
CSE 6220,2010.0,3.706666666666667
CSE 6220,2011.0,3.56
CSE 6220,2012.0,2.9499999999999997
CSE 6220,2013.0,3.4299999999999997
CS 6753,2012.0,3.88
CS 3351,1999.0,3.545
CS 3351,2000.0,3.5850000000000004
CS 3351,2001.0,3.8666666666666667
CS 3351,2002.0,3.72
CS 3600,2004.0,2.79
CS 3600,2005.0,2.61
CS 3600,2006.0,2.895
CS 3600,2007.0,3.065
CS 3600,2008.0,2.9050000000000002
CS 3600,2009.0,2.9050000000000002
CS 3600,2010.0,3.055
CS 3600,2011.0,3.0
CS 3600,2012.0,3.1033333333333335
CS 3600,2013.0,2.855
CS 3353,2000.0,4.0
CS 4650,2002.0,3.82
CS 4650,2004.0,3.5
CS 4650,2006.0,4.0
CS 4650,2008.0,4.0
CS 4650,2010.0,4.0
CS 4650,2012.0,2.25
CS 4650,2013.0,3.0
CS 3510,2004.0,3.105
CS 3510,2005.0,2.8833333333333333
CS 3510,2006.0,3.057142857142857
CS 3510,2007.0,2.9299999999999997
CS 3510,2008.0,2.938
CS 3510,2009.0,3.0949999999999998
CS 3510,2010.0,2.8200000000000003
CS 3510,2011.0,2.902
CS 3510,2012.0,3.04
CS 3510,2013.0,3.063333333333334
CS 6754,1999.0,3.22
CS 6754,2000.0,3.7649999999999997
CS 6754,2001.0,3.54
CS 6754,2002.0,3.0
CS 6754,2003.0,3.14
CS 6754,2005.0,3.83
CS 6754,2007.0,3.5
CS 6754,2009.0,4.0
CS 4496,2000.0,3.33
CS 4496,2002.0,3.53
CS 4496,2004.0,3.63
CS 4496,2006.0,3.23
CS 4496,2008.0,3.19
CS 4496,2009.0,3.53
CS 4496,2010.0,3.34
CS 4496,2011.0,3.0
CS 4496,2012.0,3.18
CS 4496,2013.0,3.34
CS 1801,2003.0,4.0
CS 1801,2012.0,4.0
CS 1801,2013.0,4.0
CS 4320,2000.0,3.05
CS 4320,2001.0,3.47
CS 4320,2002.0,3.6
CS 4320,2003.0,3.56
CS 4320,2004.0,3.72
CS 4320,2005.0,3.43
CS 4320,2006.0,3.38
CS 4320,2007.0,3.6
CS 4320,2008.0,3.4
CS 4320,2009.0,2.4
CS 6340,2009.0,3.32
CS 6340,2010.0,3.73
CS 6340,2011.0,3.43
CS 6340,2013.0,3.92
CS 4400,1999.0,2.7733333333333334
CS 4400,2000.0,2.941111111111111
CS 4400,2001.0,2.788888888888889
CS 4400,2002.0,2.9433333333333334
CS 4400,2003.0,2.85875
CS 4400,2004.0,2.898888888888889
CS 4400,2005.0,3.01625
CS 4400,2006.0,3.2125000000000004
CS 4400,2007.0,3.07125
CS 4400,2008.0,3.0949999999999998
CS 4400,2009.0,3.0011111111111113
CS 4400,2010.0,2.998888888888889
CS 4400,2011.0,3.167
CS 4400,2012.0,3.143
CS 4400,2013.0,3.37
CS 3210,2000.0,3.285
CS 3210,2001.0,3.285
CS 3210,2002.0,3.415
CS 3210,2003.0,3.55
CS 3210,2004.0,3.585
CS 3210,2005.0,3.605
CS 3210,2006.0,3.255
CS 3210,2007.0,3.6100000000000003
CS 3210,2008.0,3.32
CS 3210,2009.0,3.1550000000000002
CS 3210,2010.0,3.23
CS 3210,2011.0,3.3049999999999997
CS 3210,2012.0,3.0949999999999998
CS 3210,2013.0,3.39
CS 6260,2002.0,3.75
CS 6260,2003.0,3.55
CS 6260,2004.0,3.63
CS 6260,2005.0,3.1799999999999997
CS 6260,2006.0,3.21
CS 6260,2007.0,3.19
CS 6260,2008.0,3.1
CS 6260,2009.0,3.17
CS 6260,2010.0,3.13
CS 6260,2011.0,2.95
CS 6260,2012.0,2.9266666666666663
CS 6266,2011.0,4.0
CS 6266,2012.0,3.9825
CS 6266,2013.0,4.0
CS 2261,2007.0,3.29
CS 2261,2008.0,2.935
CS 2261,2009.0,3.17
CS 2261,2010.0,3.2649999999999997
CS 2261,2011.0,2.7800000000000002
CS 2261,2012.0,2.515
CS 2261,2013.0,2.48
CS 2260,2006.0,2.88
CS 6764,2000.0,4.0
CS 7620,2007.0,3.95
CS 7620,2009.0,3.91
CS 6451,2004.0,3.73
CS 6451,2005.0,4.0
CS 6451,2006.0,3.5
CS 6451,2007.0,4.0
CS 6451,2008.0,3.89
CS 6451,2009.0,4.0
CS 6451,2010.0,3.89
CS 6451,2011.0,4.0
CS 6451,2012.0,4.0
CS 6452,2005.0,3.78
CS 6452,2006.0,3.87
CS 6452,2007.0,3.88
CS 6452,2008.0,3.73
CS 6452,2010.0,3.77
CS 6452,2012.0,3.75
CS 7633,2012.0,3.78
CS 3801,2010.0,3.0
CS 3802,1999.0,2.08
CS 3802,2009.0,3.5
CS 3802,2010.0,3.8125
CS 3802,2011.0,3.62
CS 3803,1999.0,4.0
CS 3803,2000.0,3.5
CS 3803,2005.0,3.58
CS 3803,2009.0,4.0
CS 3803,2012.0,4.0
CS 6520,2000.0,3.67
CS 6520,2001.0,3.63
CS 6520,2002.0,3.21
CS 6520,2003.0,3.48
CS 6520,2004.0,3.55
CS 6520,2005.0,3.65
CS 6520,2006.0,4.0
CS 6520,2007.0,3.93
CS 6520,2008.0,4.0
CS 6520,2010.0,3.94
CS 6520,2011.0,3.38
CS 6520,2012.0,4.0
CS 4237,2007.0,3.5
CS 4237,2009.0,3.4450000000000003
CS 4235,2002.0,3.5
CS 4235,2003.0,3.45
CS 4235,2004.0,3.5666666666666664
CS 4235,2005.0,3.325
CS 4235,2006.0,3.55
CS 4235,2007.0,3.5942857142857148
CS 4235,2008.0,3.3825
CS 4235,2009.0,3.186666666666666
CS 4235,2010.0,3.186666666666667
CS 4235,2011.0,3.186666666666666
CS 4235,2012.0,3.5566666666666666
CS 4235,2013.0,3.46
CS 7260,2000.0,3.8
CS 7260,2002.0,3.98
CS 7260,2003.0,3.79
CS 7260,2004.0,4.0
CS 7260,2006.0,3.73
CS 7260,2007.0,3.63
CS 7260,2008.0,3.84
CS 7260,2010.0,3.885
CS 7260,2011.0,3.85
CS 7260,2012.0,3.79
CS 1803,1999.0,3.05
CS 1803,2000.0,3.1566666666666663
CS 1803,2001.0,2.95
CS 1803,2006.0,2.4850000000000003
CS 1803,2010.0,2.705
CS 1803,2011.0,2.8499999999999996
CS 1803,2012.0,3.67
CS 4230,2000.0,3.0
CS 4230,2002.0,3.0
CS 4230,2003.0,2.8
CS 4230,2005.0,2.4
CS 4230,2007.0,3.5
CS 3511,2009.0,3.33
CS 3511,2010.0,3.18
CS 3511,2011.0,3.75
CS 3511,2012.0,3.08
CS 3511,2013.0,3.4
CS 1301,2006.0,3.379166666666666
CS 1301,2007.0,3.2279166666666668
CS 1301,2008.0,2.9154999999999993
CS 1301,2009.0,2.7447619047619045
CS 1301,2010.0,2.855384615384615
CS 1301,2011.0,3.0678260869565213
CS 1301,2012.0,2.966428571428571
CS 1301,2013.0,3.1842857142857146
